season,week,celebrity_name,pro_name,results,placement,judge_score_total,last_active_week,active_flag,exit_type,elimination_week,exit_week_inferred,eliminated_this_week,withdrew_this_week,season_week_judge_total,judge_score_pct,judge_rank,n_active
12,3,Romeo,Chelsie Hightower,Eliminated Week 8,5,20.0,8,True,eliminated,8,8,False,False,214.0,0.09345794392523364,8.5,10
12,3,Sugar Ray Leonard,Anna Trebunskaya,Eliminated Week 4,9,20.0,4,True,eliminated,4,4,False,False,214.0,0.09345794392523364,8.5,10
12,3,Wendy Williams,Tony Dovolani,Eliminated Week 3,10,15.0,3,True,eliminated,3,3,True,False,214.0,0.07009345794392523,10.0,10
12,4,Chelsea Kane,Mark Ballas,3rd Place,3,26.0,10,True,unknown,,,False,False,206.0,0.1262135922330097,1.0,9
12,4,Chris Jericho,Cheryl Burke,Eliminated Week 6,7,23.0,6,True,eliminated,6,6,False,False,206.0,0.11165048543689321,5.0,9
12,4,Hines Ward,Kym Johnson,1st Place,1,25.0,10,True,unknown,,,False,False,206.0,0.12135922330097088,2.5,9
12,4,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,18.0,7,True,eliminated,7,7,False,False,206.0,0.08737864077669903,9.0,9
12,4,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,22.0,10,True,unknown,,,False,False,206.0,0.10679611650485436,7.0,9
12,4,Petra Nemcova,Dmitry Chaplin,Eliminated Week 5,8,23.0,5,True,eliminated,5,5,False,False,206.0,0.11165048543689321,5.0,9
12,4,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,25.0,9,True,eliminated,9,9,False,False,206.0,0.12135922330097088,2.5,9
12,4,Romeo,Chelsie Hightower,Eliminated Week 8,5,23.0,8,True,eliminated,8,8,False,False,206.0,0.11165048543689321,5.0,9
12,4,Sugar Ray Leonard,Anna Trebunskaya,Eliminated Week 4,9,21.0,4,True,eliminated,4,4,True,False,206.0,0.10194174757281553,8.0,9
12,5,Chelsea Kane,Mark Ballas,3rd Place,3,26.0,10,True,unknown,,,False,False,194.0,0.13402061855670103,3.0,8
12,5,Chris Jericho,Cheryl Burke,Eliminated Week 6,7,26.0,6,True,eliminated,6,6,False,False,194.0,0.13402061855670103,3.0,8
12,5,Hines Ward,Kym Johnson,1st Place,1,27.0,10,True,unknown,,,False,False,194.0,0.13917525773195877,1.0,8
12,5,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,22.0,7,True,eliminated,7,7,False,False,194.0,0.1134020618556701,7.0,8
12,5,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,23.0,10,True,unknown,,,False,False,194.0,0.11855670103092783,5.0,8
12,5,Petra Nemcova,Dmitry Chaplin,Eliminated Week 5,8,22.0,5,True,eliminated,5,5,True,False,194.0,0.1134020618556701,7.0,8
12,5,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,22.0,9,True,eliminated,9,9,False,False,194.0,0.1134020618556701,7.0,8
12,5,Romeo,Chelsie Hightower,Eliminated Week 8,5,26.0,8,True,eliminated,8,8,False,False,194.0,0.13402061855670103,3.0,8
12,6,Chelsea Kane,Mark Ballas,3rd Place,3,28.0,10,True,unknown,,,False,False,180.0,0.15555555555555556,1.5,7
12,6,Chris Jericho,Cheryl Burke,Eliminated Week 6,7,22.0,6,True,eliminated,6,6,True,False,180.0,0.12222222222222222,7.0,7
12,6,Hines Ward,Kym Johnson,1st Place,1,27.0,10,True,unknown,,,False,False,180.0,0.15,3.0,7
12,6,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,25.0,7,True,eliminated,7,7,False,False,180.0,0.1388888888888889,5.0,7
12,6,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,26.0,10,True,unknown,,,False,False,180.0,0.14444444444444443,4.0,7
12,6,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,180.0,0.13333333333333333,6.0,7
12,6,Romeo,Chelsie Hightower,Eliminated Week 8,5,28.0,8,True,eliminated,8,8,False,False,180.0,0.15555555555555556,1.5,7
12,7,Chelsea Kane,Mark Ballas,3rd Place,3,32.0,10,True,unknown,,,False,False,188.5,0.16976127320954906,3.0,6
12,7,Hines Ward,Kym Johnson,1st Place,1,33.0,10,True,unknown,,,False,False,188.5,0.17506631299734748,1.5,6
12,7,Kendra Wilkinson,Louis van Amstel,Eliminated Week 7,6,30.5,7,True,eliminated,7,7,True,False,188.5,0.16180371352785147,4.0,6
12,7,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,30.0,10,True,unknown,,,False,False,188.5,0.15915119363395225,5.5,6
12,7,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,33.0,9,True,eliminated,9,9,False,False,188.5,0.17506631299734748,1.5,6
12,7,Romeo,Chelsie Hightower,Eliminated Week 8,5,30.0,8,True,eliminated,8,8,False,False,188.5,0.15915119363395225,5.5,6
12,8,Chelsea Kane,Mark Ballas,3rd Place,3,27.5,10,True,unknown,,,False,False,130.0,0.21153846153846154,1.0,5
12,8,Hines Ward,Kym Johnson,1st Place,1,27.0,10,True,unknown,,,False,False,130.0,0.2076923076923077,2.0,5
12,8,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,26.5,10,True,unknown,,,False,False,130.0,0.20384615384615384,3.0,5
12,8,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,23.0,9,True,eliminated,9,9,False,False,130.0,0.17692307692307693,5.0,5
12,8,Romeo,Chelsie Hightower,Eliminated Week 8,5,26.0,8,True,eliminated,8,8,True,False,130.0,0.2,4.0,5
12,9,Chelsea Kane,Mark Ballas,3rd Place,3,36.5,10,True,unknown,,,False,False,117.5,0.31063829787234043,1.0,4
12,9,Hines Ward,Kym Johnson,1st Place,1,30.0,10,True,unknown,,,False,False,117.5,0.2553191489361702,2.0,4
12,9,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,27.0,10,True,unknown,,,False,False,117.5,0.2297872340425532,3.0,4
12,9,Ralph Macchio,Karina Smirnoff,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,True,False,117.5,0.20425531914893616,4.0,4
12,10,Chelsea Kane,Mark Ballas,3rd Place,3,29.666600000000003,10,True,unknown,,,False,False,87.3331,0.33969480071129965,1.5,3
12,10,Hines Ward,Kym Johnson,1st Place,1,29.666600000000003,10,True,unknown,,,False,False,87.3331,0.33969480071129965,1.5,3
12,10,Kirstie Alley,Maksim Chmerkoskiy,2nd Place,2,27.999899999999997,10,True,unknown,,,False,False,87.3331,0.32061039857740076,3.0,3
13,1,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,17.0,5,True,eliminated,5,5,False,False,217.0,0.07834101382488479,7.5,12
13,1,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,17.0,6,True,eliminated,6,6,False,False,217.0,0.07834101382488479,7.5,12
13,1,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,22.0,4,True,eliminated,4,4,False,False,217.0,0.10138248847926268,1.5,12
13,1,David Arquette,Kym Johnson,Eliminated Week 7,6,18.0,7,True,eliminated,7,7,False,False,217.0,0.08294930875576037,6.0,12
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,Eliminated Week 2,11,15.0,2,True,eliminated,2,2,False,False,217.0,0.06912442396313365,11.0,12
13,1,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,21.0,9,True,eliminated,9,9,False,False,217.0,0.0967741935483871,3.0,12
13,1,J.R. Martinez,Karina Smirnoff,1st Place,1,22.0,10,True,unknown,,,False,False,217.0,0.10138248847926268,1.5,12
13,1,Kristin Cavallari,Mark Ballas,Eliminated Week 3,10,19.0,3,True,eliminated,3,3,False,False,217.0,0.08755760368663594,5.0,12
13,1,Metta World Peace (Ron),Peta Murgatroyd,Eliminated Week 1,12,14.0,1,True,eliminated,1,1,True,False,217.0,0.06451612903225806,12.0,12
13,1,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,16.0,8,True,eliminated,8,8,False,False,217.0,0.07373271889400922,9.5,12
13,1,Ricki Lake,Derek Hough,3rd Place,3,20.0,10,True,unknown,,,False,False,217.0,0.09216589861751152,4.0,12
13,1,Rob Kardashian,Cheryl Burke,2nd Place,2,16.0,10,True,unknown,,,False,False,217.0,0.07373271889400922,9.5,12
13,2,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,18.0,5,True,eliminated,5,5,False,False,223.0,0.08071748878923767,9.5,11
13,2,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,17.0,6,True,eliminated,6,6,False,False,223.0,0.07623318385650224,11.0,11
13,2,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,21.0,4,True,eliminated,4,4,False,False,223.0,0.09417040358744394,5.5,11
13,2,David Arquette,Kym Johnson,Eliminated Week 7,6,18.0,7,True,eliminated,7,7,False,False,223.0,0.08071748878923767,9.5,11
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,Eliminated Week 2,11,21.0,2,True,eliminated,2,2,True,False,223.0,0.09417040358744394,5.5,11
13,2,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,19.0,9,True,eliminated,9,9,False,False,223.0,0.08520179372197309,8.0,11
13,2,J.R. Martinez,Karina Smirnoff,1st Place,1,22.0,10,True,unknown,,,False,False,223.0,0.09865470852017937,2.5,11
13,2,Kristin Cavallari,Mark Ballas,Eliminated Week 3,10,22.0,3,True,eliminated,3,3,False,False,223.0,0.09865470852017937,2.5,11
13,2,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,223.0,0.09417040358744394,5.5,11
13,2,Ricki Lake,Derek Hough,3rd Place,3,23.0,10,True,unknown,,,False,False,223.0,0.1031390134529148,1.0,11
13,2,Rob Kardashian,Cheryl Burke,2nd Place,2,21.0,10,True,unknown,,,False,False,223.0,0.09417040358744394,5.5,11
13,3,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,23.0,5,True,eliminated,5,5,False,False,237.0,0.0970464135021097,8.0,10
13,3,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,18.0,6,True,eliminated,6,6,False,False,237.0,0.0759493670886076,10.0,10
13,3,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,26.0,4,True,eliminated,4,4,False,False,237.0,0.10970464135021098,2.5,10
13,3,David Arquette,Kym Johnson,Eliminated Week 7,6,24.0,7,True,eliminated,7,7,False,False,237.0,0.10126582278481013,5.5,10
13,3,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,237.0,0.10126582278481013,5.5,10
13,3,J.R. Martinez,Karina Smirnoff,1st Place,1,26.0,10,True,unknown,,,False,False,237.0,0.10970464135021098,2.5,10
13,3,Kristin Cavallari,Mark Ballas,Eliminated Week 3,10,24.0,3,True,eliminated,3,3,True,False,237.0,0.10126582278481013,5.5,10
13,3,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,237.0,0.08860759493670886,9.0,10
13,3,Ricki Lake,Derek Hough,3rd Place,3,27.0,10,True,unknown,,,False,False,237.0,0.11392405063291139,1.0,10
13,3,Rob Kardashian,Cheryl Burke,2nd Place,2,24.0,10,True,unknown,,,False,False,237.0,0.10126582278481013,5.5,10
13,4,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,20.0,5,True,eliminated,5,5,False,False,209.0,0.09569377990430622,9.0,9
13,4,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,21.0,6,True,eliminated,6,6,False,False,209.0,0.10047846889952153,7.0,9
13,4,Chynna Phillips,Tony Dovolani,Eliminated Week 4,9,21.0,4,True,eliminated,4,4,True,False,209.0,0.10047846889952153,7.0,9
13,4,David Arquette,Kym Johnson,Eliminated Week 7,6,23.0,7,True,eliminated,7,7,False,False,209.0,0.11004784688995216,5.0,9
13,4,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,209.0,0.11483253588516747,3.5,9
13,4,J.R. Martinez,Karina Smirnoff,1st Place,1,26.0,10,True,unknown,,,False,False,209.0,0.12440191387559808,2.0,9
13,4,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,209.0,0.10047846889952153,7.0,9
13,4,Ricki Lake,Derek Hough,3rd Place,3,29.0,10,True,unknown,,,False,False,209.0,0.13875598086124402,1.0,9
13,4,Rob Kardashian,Cheryl Burke,2nd Place,2,24.0,10,True,unknown,,,False,False,209.0,0.11483253588516747,3.5,9
13,5,Carson Kressley,Anna Trebunskaya,Eliminated Week 5,8,19.0,5,True,eliminated,5,5,True,False,188.0,0.10106382978723404,8.0,8
13,5,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,21.0,6,True,eliminated,6,6,False,False,188.0,0.11170212765957446,7.0,8
13,5,David Arquette,Kym Johnson,Eliminated Week 7,6,25.0,7,True,eliminated,7,7,False,False,188.0,0.13297872340425532,2.5,8
13,5,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,24.0,9,True,eliminated,9,9,False,False,188.0,0.1276595744680851,4.5,8
13,5,J.R. Martinez,Karina Smirnoff,1st Place,1,28.0,10,True,unknown,,,False,False,188.0,0.14893617021276595,1.0,8
13,5,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,22.0,8,True,eliminated,8,8,False,False,188.0,0.11702127659574468,6.0,8
13,5,Ricki Lake,Derek Hough,3rd Place,3,24.0,10,True,unknown,,,False,False,188.0,0.1276595744680851,4.5,8
13,5,Rob Kardashian,Cheryl Burke,2nd Place,2,25.0,10,True,unknown,,,False,False,188.0,0.13297872340425532,2.5,8
13,6,Chaz Bono,Lacey Schwimmer,Eliminated Week 6,7,19.0,6,True,eliminated,6,6,True,False,166.0,0.1144578313253012,7.0,7
13,6,David Arquette,Kym Johnson,Eliminated Week 7,6,23.0,7,True,eliminated,7,7,False,False,166.0,0.13855421686746988,4.0,7
13,6,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,20.0,9,True,eliminated,9,9,False,False,166.0,0.12048192771084337,6.0,7
13,6,J.R. Martinez,Karina Smirnoff,1st Place,1,29.0,10,True,unknown,,,False,False,166.0,0.1746987951807229,1.5,7
13,6,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,24.0,8,True,eliminated,8,8,False,False,166.0,0.14457831325301204,3.0,7
13,6,Ricki Lake,Derek Hough,3rd Place,3,29.0,10,True,unknown,,,False,False,166.0,0.1746987951807229,1.5,7
13,6,Rob Kardashian,Cheryl Burke,2nd Place,2,22.0,10,True,unknown,,,False,False,166.0,0.13253012048192772,5.0,7
13,7,David Arquette,Kym Johnson,Eliminated Week 7,6,23.5,7,True,eliminated,7,7,True,False,146.5,0.16040955631399317,5.0,6
13,7,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,25.0,9,True,eliminated,9,9,False,False,146.5,0.17064846416382254,3.0,6
13,7,J.R. Martinez,Karina Smirnoff,1st Place,1,24.0,10,True,unknown,,,False,False,146.5,0.16382252559726962,4.0,6
13,7,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,22.0,8,True,eliminated,8,8,False,False,146.5,0.15017064846416384,6.0,6
13,7,Ricki Lake,Derek Hough,3rd Place,3,26.5,10,True,unknown,,,False,False,146.5,0.18088737201365188,1.0,6
13,7,Rob Kardashian,Cheryl Burke,2nd Place,2,25.5,10,True,unknown,,,False,False,146.5,0.17406143344709898,2.0,6
13,8,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,26.0,9,True,eliminated,9,9,False,False,129.5,0.20077220077220076,2.5,5
13,8,J.R. Martinez,Karina Smirnoff,1st Place,1,30.0,10,True,unknown,,,False,False,129.5,0.23166023166023167,1.0,5
13,8,Nancy Grace,Tristan MacManus,Eliminated Week 8,5,22.0,8,True,eliminated,8,8,True,False,129.5,0.16988416988416988,5.0,5
13,8,Ricki Lake,Derek Hough,3rd Place,3,26.0,10,True,unknown,,,False,False,129.5,0.20077220077220076,2.5,5
13,8,Rob Kardashian,Cheryl Burke,2nd Place,2,25.5,10,True,unknown,,,False,False,129.5,0.1969111969111969,4.0,5
13,9,Hope Solo,Maksim Chmerkoskiy,Eliminated Week 9,4,24.4998,9,True,eliminated,9,9,True,False,118.4995,0.20675023945248716,4.0,4
13,9,J.R. Martinez,Karina Smirnoff,1st Place,1,28.0,10,True,unknown,,,False,False,118.4995,0.2362879168266533,3.0,4
13,9,Ricki Lake,Derek Hough,3rd Place,3,33.4999,10,True,unknown,,,False,False,118.4995,0.2827007708893286,1.0,4
13,9,Rob Kardashian,Cheryl Burke,2nd Place,2,32.4998,10,True,unknown,,,False,False,118.4995,0.27426107283153095,2.0,4
13,10,J.R. Martinez,Karina Smirnoff,1st Place,1,28.1665,10,True,unknown,,,False,False,84.49959999999999,0.33333293885414844,2.0,3
13,10,Ricki Lake,Derek Hough,3rd Place,3,27.999899999999997,10,True,unknown,,,False,False,84.49959999999999,0.33136133188796163,3.0,3
13,10,Rob Kardashian,Cheryl Burke,2nd Place,2,28.333199999999998,10,True,unknown,,,False,False,84.49959999999999,0.33530572925789,1.0,3
14,1,Donald Driver,Peta Murgatroyd,1st Place,1,21.0,10,True,unknown,,,False,False,270.0,0.07777777777777778,8.5,12
14,1,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,20.0,5,True,eliminated,5,5,False,False,270.0,0.07407407407407407,11.0,12
14,1,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,23.0,6,True,eliminated,6,6,False,False,270.0,0.08518518518518518,5.5,12
14,1,Jack Wagner,Anna Trebunskaya,Eliminated Week 3,11,23.0,3,True,eliminated,3,3,False,False,270.0,0.08518518518518518,5.5,12
14,1,Jaleel White,Kym Johnson,Eliminated Week 7,7,26.0,7,True,eliminated,7,7,False,False,270.0,0.0962962962962963,1.5,12
14,1,Katherine Jenkins,Mark Ballas,2nd Place,2,26.0,10,True,unknown,,,False,False,270.0,0.0962962962962963,1.5,12
14,1,Maria Menounos,Derek Hough,Eliminated Week 9,4,21.0,9,True,eliminated,9,9,False,False,270.0,0.07777777777777778,8.5,12
14,1,Martina Navratilova,Tony Dovolani,Eliminated Week 2,12,20.0,2,True,eliminated,2,2,False,False,270.0,0.07407407407407407,11.0,12
14,1,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,20.0,8,True,eliminated,8,8,False,False,270.0,0.07407407407407407,11.0,12
14,1,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,23.0,8,True,eliminated,8,8,False,False,270.0,0.08518518518518518,5.5,12
14,1,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,23.0,4,True,eliminated,4,4,False,False,270.0,0.08518518518518518,5.5,12
14,1,William Levy,Cheryl Burke,3rd Place,3,24.0,10,True,unknown,,,False,False,270.0,0.08888888888888889,3.0,12
14,2,Donald Driver,Peta Murgatroyd,1st Place,1,24.0,10,True,unknown,,,False,False,269.0,0.08921933085501858,5.0,12
14,2,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,21.0,5,True,eliminated,5,5,False,False,269.0,0.07806691449814127,8.5,12
14,2,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,19.0,6,True,eliminated,6,6,False,False,269.0,0.07063197026022305,11.0,12
14,2,Jack Wagner,Anna Trebunskaya,Eliminated Week 3,11,21.0,3,True,eliminated,3,3,False,False,269.0,0.07806691449814127,8.5,12
14,2,Jaleel White,Kym Johnson,Eliminated Week 7,7,22.0,7,True,eliminated,7,7,False,False,269.0,0.08178438661710037,7.0,12
14,2,Katherine Jenkins,Mark Ballas,2nd Place,2,26.0,10,True,unknown,,,False,False,269.0,0.09665427509293681,1.5,12
14,2,Maria Menounos,Derek Hough,Eliminated Week 9,4,25.0,9,True,eliminated,9,9,False,False,269.0,0.09293680297397769,3.5,12
14,2,Martina Navratilova,Tony Dovolani,Eliminated Week 2,12,17.0,2,True,eliminated,2,2,True,False,269.0,0.06319702602230483,12.0,12
14,2,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,20.0,8,True,eliminated,8,8,False,False,269.0,0.07434944237918216,10.0,12
14,2,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,26.0,8,True,eliminated,8,8,False,False,269.0,0.09665427509293681,1.5,12
14,2,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,23.0,4,True,eliminated,4,4,False,False,269.0,0.08550185873605948,6.0,12
14,2,William Levy,Cheryl Burke,3rd Place,3,25.0,10,True,unknown,,,False,False,269.0,0.09293680297397769,3.5,12
14,3,Donald Driver,Peta Murgatroyd,1st Place,1,26.0,10,True,unknown,,,False,False,280.0,0.09285714285714286,4.0,11
14,3,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,24.0,5,True,eliminated,5,5,False,False,280.0,0.08571428571428572,9.0,11
14,3,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,24.0,6,True,eliminated,6,6,False,False,280.0,0.08571428571428572,9.0,11
14,3,Jack Wagner,Anna Trebunskaya,Eliminated Week 3,11,24.0,3,True,eliminated,3,3,True,False,280.0,0.08571428571428572,9.0,11
14,3,Jaleel White,Kym Johnson,Eliminated Week 7,7,25.0,7,True,eliminated,7,7,False,False,280.0,0.08928571428571429,5.5,11
14,3,Katherine Jenkins,Mark Ballas,2nd Place,2,29.0,10,True,unknown,,,False,False,280.0,0.10357142857142858,1.0,11
14,3,Maria Menounos,Derek Hough,Eliminated Week 9,4,27.0,9,True,eliminated,9,9,False,False,280.0,0.09642857142857143,3.0,11
14,3,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,24.0,8,True,eliminated,8,8,False,False,280.0,0.08571428571428572,9.0,11
14,3,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,25.0,8,True,eliminated,8,8,False,False,280.0,0.08928571428571429,5.5,11
14,3,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,24.0,4,True,eliminated,4,4,False,False,280.0,0.08571428571428572,9.0,11
14,3,William Levy,Cheryl Burke,3rd Place,3,28.0,10,True,unknown,,,False,False,280.0,0.1,2.0,11
14,4,Donald Driver,Peta Murgatroyd,1st Place,1,27.0,10,True,unknown,,,False,False,233.0,0.11587982832618025,1.0,10
14,4,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,23.0,5,True,eliminated,5,5,False,False,233.0,0.09871244635193133,5.0,10
14,4,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,20.0,6,True,eliminated,6,6,False,False,233.0,0.08583690987124463,10.0,10
14,4,Jaleel White,Kym Johnson,Eliminated Week 7,7,22.0,7,True,eliminated,7,7,False,False,233.0,0.0944206008583691,7.0,10
14,4,Katherine Jenkins,Mark Ballas,2nd Place,2,24.0,10,True,unknown,,,False,False,233.0,0.10300429184549356,4.0,10
14,4,Maria Menounos,Derek Hough,Eliminated Week 9,4,26.0,9,True,eliminated,9,9,False,False,233.0,0.11158798283261803,2.5,10
14,4,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,22.0,8,True,eliminated,8,8,False,False,233.0,0.0944206008583691,7.0,10
14,4,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,26.0,8,True,eliminated,8,8,False,False,233.0,0.11158798283261803,2.5,10
14,4,Sherri Sheperd,Valentin Chmerkovskiy,Eliminated Week 4,10,21.0,4,True,eliminated,4,4,True,False,233.0,0.09012875536480687,9.0,10
14,4,William Levy,Cheryl Burke,3rd Place,3,22.0,10,True,unknown,,,False,False,233.0,0.0944206008583691,7.0,10
14,5,Donald Driver,Peta Murgatroyd,1st Place,1,27.0,10,True,unknown,,,False,False,224.0,0.12053571428571429,3.5,9
14,5,Gavin DeGraw,Karina Smirnoff,Eliminated Week 5,9,19.0,5,True,eliminated,5,5,True,False,224.0,0.08482142857142858,9.0,9
14,5,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,22.0,6,True,eliminated,6,6,False,False,224.0,0.09821428571428571,7.0,9
14,5,Jaleel White,Kym Johnson,Eliminated Week 7,7,24.0,7,True,eliminated,7,7,False,False,224.0,0.10714285714285714,6.0,9
14,5,Katherine Jenkins,Mark Ballas,2nd Place,2,29.0,10,True,unknown,,,False,False,224.0,0.12946428571428573,1.5,9
14,5,Maria Menounos,Derek Hough,Eliminated Week 9,4,27.0,9,True,eliminated,9,9,False,False,224.0,0.12053571428571429,3.5,9
14,5,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,21.0,8,True,eliminated,8,8,False,False,224.0,0.09375,8.0,9
14,5,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,26.0,8,True,eliminated,8,8,False,False,224.0,0.11607142857142858,5.0,9
14,5,William Levy,Cheryl Burke,3rd Place,3,29.0,10,True,unknown,,,False,False,224.0,0.12946428571428573,1.5,9
14,6,Donald Driver,Peta Murgatroyd,1st Place,1,33.9999,10,True,unknown,,,False,False,257.9993,0.13178291569008133,4.0,8
14,6,Gladys Knight,Tristan MacManus,Eliminated Week 6,8,24.0,6,True,eliminated,6,6,True,False,257.9993,0.09302350820331683,8.0,8
14,6,Jaleel White,Kym Johnson,Eliminated Week 7,7,36.9998,7,True,eliminated,7,7,False,False,257.9993,0.14341046661754508,2.0,8
14,6,Katherine Jenkins,Mark Ballas,2nd Place,2,38.9999,10,True,unknown,,,False,False,257.9993,0.151162813232439,1.0,8
14,6,Maria Menounos,Derek Hough,Eliminated Week 9,4,29.999899999999997,9,True,eliminated,9,9,False,False,257.9993,0.11627899765619518,6.0,8
14,6,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,30.0,8,True,eliminated,8,8,False,False,257.9993,0.11627938525414604,5.0,8
14,6,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,27.9998,8,True,eliminated,8,8,False,False,257.9993,0.10852665104130127,7.0,8
14,6,William Levy,Cheryl Burke,3rd Place,3,36.0,10,True,unknown,,,False,False,257.9993,0.13953526230497523,3.0,8
14,7,Donald Driver,Peta Murgatroyd,1st Place,1,26.5,10,True,unknown,,,False,False,183.5,0.1444141689373297,3.5,7
14,7,Jaleel White,Kym Johnson,Eliminated Week 7,7,25.5,7,True,eliminated,7,7,True,False,183.5,0.13896457765667575,6.0,7
14,7,Katherine Jenkins,Mark Ballas,2nd Place,2,27.0,10,True,unknown,,,False,False,183.5,0.14713896457765668,2.0,7
14,7,Maria Menounos,Derek Hough,Eliminated Week 9,4,28.5,9,True,eliminated,9,9,False,False,183.5,0.1553133514986376,1.0,7
14,7,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,23.5,8,True,eliminated,8,8,False,False,183.5,0.12806539509536785,7.0,7
14,7,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,26.0,8,True,eliminated,8,8,False,False,183.5,0.14168937329700274,5.0,7
14,7,William Levy,Cheryl Burke,3rd Place,3,26.5,10,True,unknown,,,False,False,183.5,0.1444141689373297,3.5,7
14,8,Donald Driver,Peta Murgatroyd,1st Place,1,27.5,10,True,unknown,,,False,False,163.5,0.16819571865443425,3.5,6
14,8,Katherine Jenkins,Mark Ballas,2nd Place,2,27.5,10,True,unknown,,,False,False,163.5,0.16819571865443425,3.5,6
14,8,Maria Menounos,Derek Hough,Eliminated Week 9,4,26.5,9,True,eliminated,9,9,False,False,163.5,0.1620795107033639,5.0,6
14,8,Melissa Gilbert,Maksim Chmerkoskiy,Eliminated Week 8,5,25.5,8,True,eliminated,8,8,True,False,163.5,0.1559633027522936,6.0,6
14,8,Roshon Fegan,Chelsie Hightower,Eliminated Week 8,6,28.0,8,True,eliminated,8,8,True,False,163.5,0.1712538226299694,2.0,6
