match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,elapsed_time_td,elapsed_seconds,global_point_idx,point_diff,p1_rolling_win_rate_5,p1_rolling_win_rate_10,p1_streak,p2_streak,p1_streak_prev,p2_streak_prev,is_p1_serving,server_won,games_in_set,sets_played,is_break_point,is_key_point,point_duration,momentum,momentum_state
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:06:19,3,3,162,1,1,0,2,40,AD,1,2,1,80,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,25.175,20.426,0,99.0,BW,NCTL,ND,0 days 02:06:19,7579.0,162,-2,0.4,0.3,1,0,0.0,1.0,1,1,2,2,1,1,38.0,-16.093495685440374,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:07:05,3,3,163,1,1,0,2,40,40,1,1,1,81,82,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.582,123.194,0,121.0,BW,NCTL,D,0 days 02:07:05,7625.0,163,-1,0.6,0.4,2,0,1.0,0.0,1,1,2,2,0,1,46.0,-14.913625771731565,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:08:05,3,3,164,1,1,0,2,AD,40,1,2,1,82,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.905,4.84,0,99.0,C,NCTL,ND,0 days 02:08:05,7685.0,164,0,0.8,0.5,3,0,2.0,0.0,1,1,2,2,0,1,60.0,-13.679353256296935,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:16:53,3,4,165,1,1,1,2,0,0,2,1,2,82,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.861,20.612,0,121.0,BW,NCTL,D,0 days 02:16:53,8213.0,165,-1,0.8,0.6,0,1,3.0,0.0,0,1,3,2,0,0,528.0,-14.055766191170996,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:17:34,3,4,166,1,1,1,2,0,15,2,2,2,82,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.596,12.835,0,99.0,B,NCTL,ND,0 days 02:17:34,8254.0,166,-2,0.6,0.5,0,2,0.0,1.0,0,1,3,2,0,0,41.0,-14.489650867347576,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:18:27,3,4,167,1,1,1,2,0,30,2,2,2,82,85,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.964,3.495,0,99.0,BC,NCTL,ND,0 days 02:18:27,8307.0,167,-3,0.6,0.5,0,3,0.0,2.0,0,1,3,2,0,0,53.0,-14.979857850000624,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:19:22,3,4,168,1,1,1,2,0,40,2,1,2,82,86,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.692,8.524,0,121.0,BW,NCTL,D,0 days 02:19:22,8362.0,168,-4,0.4,0.5,0,4,0.0,3.0,0,1,3,2,0,0,55.0,-15.525260693000611,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:20:24,3,5,169,1,1,1,3,0,0,1,1,1,83,86,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.599,23.403,0,121.0,W,CTL,ND,0 days 02:20:24,8424.0,169,-3,0.2,0.5,1,0,0.0,4.0,1,1,4,2,0,0,62.0,-14.564755479140599,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:20:46,3,5,170,1,1,1,3,15,0,1,1,1,84,86,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.119,8.003,0,121.0,W,CTL,ND,0 days 02:20:46,8446.0,170,-2,0.2,0.5,2,0,1.0,0.0,1,1,4,2,0,0,22.0,-13.558460369557787,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:21:02,3,5,171,1,1,1,3,30,0,1,1,1,85,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.399,18.261,0,121.0,BC,NCTL,ND,0 days 02:21:02,8462.0,171,-1,0.4,0.5,3,0,2.0,0.0,1,1,4,2,0,0,16.0,-12.507291162166633,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:21:25,3,5,172,1,1,1,3,40,0,1,1,1,86,86,1,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.051,11.369,0,121.0,C,NCTL,D,0 days 02:21:25,8485.0,172,0,0.6,0.6,4,0,3.0,0.0,1,1,4,2,0,0,23.0,-11.412145338923299,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:23:23,3,6,173,1,1,2,3,0,0,2,1,1,87,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.23,14.239,0,121.0,W,NCTL,D,0 days 02:23:23,8603.0,173,1,0.8,0.6,5,0,4.0,0.0,0,0,5,2,0,0,118.0,-9.03005627829868,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:24:01,3,6,174,1,1,2,3,15,0,2,2,1,88,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.442,6.759,0,99.0,BC,NCTL,D,0 days 02:24:01,8641.0,174,2,1.0,0.6,6,0,5.0,0.0,0,0,5,2,0,0,38.0,-6.541762845040399,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:24:27,3,6,175,1,1,2,3,30,0,2,2,2,88,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,55.557,19.623,0,99.0,BW,NCTL,ND,0 days 02:24:27,8667.0,175,1,1.0,0.6,0,1,6.0,0.0,0,1,5,2,0,0,26.0,-7.060927588139592,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:25:07,3,6,176,1,1,2,3,30,15,2,1,1,89,87,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.197,22.015,0,121.0,BW,NCTL,D,0 days 02:25:07,8707.0,176,2,0.8,0.6,1,0,0.0,1.0,0,0,5,2,0,0,40.0,-5.381247497915261,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:25:38,3,6,177,1,1,2,3,40,15,2,2,1,90,87,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,10.918,9.301,0,99.0,B,CTL,D,0 days 02:25:38,8738.0,177,3,0.8,0.7,2,0,1.0,0.0,0,0,5,2,1,1,31.0,-2.7351610094954175,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:26:27,3,7,178,1,1,3,3,0,0,1,1,1,91,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.886,31.154,0,121.0,BW,NCTL,ND,0 days 02:26:27,8787.0,178,4,0.8,0.8,3,0,2.0,0.0,1,1,6,2,0,0,49.0,-1.9004577893055092,P2_Slight
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:26:47,3,7,179,1,1,3,3,15,0,1,1,2,91,88,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.149,24.4,0,121.0,C,NCTL,ND,0 days 02:26:47,8807.0,179,3,0.8,0.9,0,1,3.0,0.0,1,0,6,2,0,0,20.0,-3.4009101719809376,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:27:56,3,7,180,1,1,3,3,15,15,1,1,1,92,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,1.132,0,121.0,W,CTL,Unknown,0 days 02:27:56,8876.0,180,4,0.6,0.8,1,0,0.0,1.0,1,1,6,2,0,0,69.0,-2.682891968541319,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:28:14,3,7,181,1,1,3,3,30,15,1,2,2,92,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.377,12.67,0,99.0,C,NCTL,ND,0 days 02:28:14,8894.0,181,3,0.8,0.8,0,1,1.0,0.0,1,0,6,2,0,0,18.0,-4.167695667632031,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:28:45,3,7,182,1,1,3,3,30,30,1,1,2,92,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30.831,30.409,0,121.0,BW,NCTL,D,0 days 02:28:45,8925.0,182,2,0.6,0.7,0,2,0.0,1.0,1,0,6,2,0,0,31.0,-5.776649446587083,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:29:28,3,7,183,1,1,3,3,30,40,1,1,1,93,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.729,8.296,0,121.0,W,CTL,D,0 days 02:29:28,8968.0,183,3,0.4,0.6,1,0,0.0,2.0,1,1,6,2,1,1,43.0,-4.686116457655341,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:29:48,3,7,184,1,1,3,3,40,40,1,1,1,94,90,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.03,7.477,0,121.0,W,CTL,Unknown,0 days 02:29:48,8988.0,184,4,0.4,0.6,2,0,1.0,0.0,1,1,6,2,0,1,20.0,-3.7343941285022346,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:30:17,3,7,185,1,1,3,3,AD,40,1,2,1,95,90,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25.62,37.539,0,99.0,BC,NCTL,ND,0 days 02:30:17,9017.0,185,5,0.6,0.6,3,0,2.0,0.0,1,1,6,2,0,1,29.0,-2.72370624593219,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:32:36,3,8,186,1,1,4,3,0,0,2,1,2,95,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.327,5.83,0,121.0,B,NCTL,Unknown,0 days 02:32:36,9156.0,186,4,0.6,0.7,0,1,3.0,0.0,0,1,7,2,0,0,139.0,-3.3192321210135463,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:32:54,3,8,187,1,1,4,3,0,15,2,1,2,95,92,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.201,50.277,0,121.0,B,NCTL,ND,0 days 02:32:54,9174.0,187,3,0.6,0.6,0,2,0.0,1.0,0,1,7,2,0,0,18.0,-3.967847478593275,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:34:01,3,8,188,1,1,4,3,0,30,2,2,2,95,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1.853,0,99.0,BW,CTL,Unknown,0 days 02:34:01,9241.0,188,2,0.6,0.5,0,3,0.0,2.0,0,1,7,2,0,0,67.0,-4.66849052902141,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:34:31,3,8,189,1,1,4,3,0,40,2,2,1,96,93,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.854,12.277,0,99.0,B,NCTL,ND,0 days 02:34:31,9271.0,189,3,0.4,0.4,1,0,0.0,3.0,0,0,7,2,0,0,30.0,-3.0366591799794436,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:35:05,3,8,190,1,1,4,3,15,40,2,2,2,96,94,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5,4.456,0,99.0,C,NCTL,D,0 days 02:35:05,9305.0,190,2,0.4,0.5,0,1,1.0,0.0,0,1,7,2,0,0,34.0,-3.6259259963798547,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:35:54,3,9,191,1,1,4,4,0,0,1,2,2,96,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.13,25.888,0,99.0,B,NCTL,D,0 days 02:35:54,9354.0,191,1,0.2,0.4,0,2,0.0,1.0,1,0,8,2,0,0,49.0,-5.24571516875995,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:36:37,3,9,192,1,1,4,4,0,15,1,1,1,97,95,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261,1.094,0,121.0,W,CTL,NA_ace,0 days 02:36:37,9397.0,192,2,0.2,0.4,1,0,0.0,2.0,1,1,8,2,0,0,43.0,-4.490800865384751,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:37:01,3,9,193,1,1,4,4,15,15,1,1,1,98,95,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.132,54.987,0,121.0,BW,NCTL,ND,0 days 02:37:01,9421.0,193,3,0.4,0.5,2,0,1.0,0.0,1,1,8,2,0,0,24.0,-3.6859848480770556,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:37:53,3,9,194,1,1,4,4,30,15,1,1,1,99,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.308,7.476,0,121.0,BW,NCTL,ND,0 days 02:37:53,9473.0,194,4,0.6,0.5,3,0,2.0,0.0,1,1,8,2,0,0,52.0,-2.832265151115515,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:38:18,3,9,195,1,1,4,4,40,15,1,1,1,100,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,6.547,0,121.0,C,NCTL,D,0 days 02:38:18,9498.0,195,5,0.6,0.5,4,0,3.0,0.0,1,1,8,2,0,0,25.0,-1.9306198480932042,P2_Slight
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:40:01,3,10,196,1,1,5,4,0,0,2,1,2,100,96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063,0.909,0,121.0,C,CTL,NA_ace,0 days 02:40:01,9601.0,196,4,0.8,0.5,0,1,4.0,0.0,0,1,9,2,0,0,103.0,-2.54200745113134,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:40:17,3,10,197,1,1,5,4,0,15,2,1,2,100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.566,4.776,0,121.0,BW,NCTL,Unknown,0 days 02:40:17,9617.0,197,3,0.8,0.5,0,2,0.0,1.0,0,1,9,2,0,0,16.0,-3.2061673021087134,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:40:36,3,10,198,1,1,5,4,0,30,2,1,2,100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.981,5.344,0,121.0,BC,CTL,Unknown,0 days 02:40:36,9636.0,198,2,0.6,0.5,0,3,0.0,2.0,0,1,9,2,0,0,19.0,-3.9220439560665388,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:40:53,3,10,199,1,1,5,4,0,40,2,1,2,100,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.006,9.014,0,121.0,BW,NCTL,ND,0 days 02:40:53,9653.0,199,1,0.4,0.5,0,4,0.0,3.0,0,1,9,2,0,0,17.0,-4.688603076945208,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:41:35,3,11,200,1,1,5,5,0,0,1,1,1,101,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.115,20.514,0,121.0,C,CTL,ND,0 days 02:41:35,9695.0,200,2,0.2,0.4,1,0,0.0,4.0,1,1,10,2,0,0,42.0,-3.9448310154063035,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:41:58,3,11,201,1,1,5,5,15,0,1,2,2,101,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.777,9.527,0,99.0,BW,NCTL,ND,0 days 02:41:58,9718.0,201,1,0.2,0.5,0,1,1.0,0.0,1,0,10,2,0,0,23.0,-5.404395933559716,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:42:31,3,11,202,1,1,5,5,15,15,1,1,1,102,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.681,26.817,0,121.0,BW,NCTL,ND,0 days 02:42:31,9751.0,202,2,0.2,0.5,1,0,0.0,1.0,1,1,10,2,0,0,33.0,-4.646308014888521,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:43:12,3,11,203,1,1,5,5,30,15,1,2,2,102,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.172,18.932,0,99.0,BC,NCTL,ND,0 days 02:43:12,9792.0,203,1,0.4,0.5,0,1,1.0,0.0,1,0,10,2,0,0,41.0,-6.091843393052289,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:43:52,3,11,204,1,1,5,5,30,30,1,1,2,102,102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.078,19.138,0,121.0,BW,NCTL,ND,0 days 02:43:52,9832.0,204,0,0.4,0.4,0,2,0.0,1.0,1,0,10,2,0,0,40.0,-7.662314217498936,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:44:18,3,11,205,1,1,5,5,30,40,1,1,1,103,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.017,26.03,0,121.0,BW,NCTL,ND,0 days 02:44:18,9858.0,205,1,0.4,0.3,1,0,0.0,2.0,1,1,10,2,1,1,26.0,-6.534067933148957,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:44:44,3,11,206,1,1,5,5,40,40,1,1,1,104,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.646,11.52,0,121.0,C,NCTL,ND,0 days 02:44:44,9884.0,206,2,0.4,0.3,2,0,1.0,0.0,1,1,10,2,0,1,26.0,-5.545386574485978,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:45:20,3,11,207,1,1,5,5,AD,40,1,1,1,105,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.139,5.53,0,121.0,BW,NCTL,ND,0 days 02:45:20,9920.0,207,3,0.6,0.4,3,0,2.0,0.0,1,1,10,2,0,1,36.0,-4.498478842996258,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:46:54,3,12,208,1,1,6,5,0,0,2,1,2,105,103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453,1.202,0,121.0,C,CTL,NA_ace,0 days 02:46:54,10014.0,208,2,0.6,0.5,0,1,3.0,0.0,0,1,11,2,0,0,94.0,-5.058509266136333,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:47:11,3,12,209,1,1,6,5,0,15,2,1,2,105,104,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.561,5.976,0,121.0,BW,NCTL,ND,0 days 02:47:11,10031.0,209,1,0.6,0.5,0,2,0.0,1.0,0,1,11,2,0,0,17.0,-5.6723390808136065,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:47:32,3,12,210,1,1,6,5,0,30,2,1,1,106,104,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.454,22.695,0,121.0,B,NCTL,ND,0 days 02:47:32,10052.0,210,2,0.6,0.5,1,0,0.0,2.0,0,0,11,2,0,0,21.0,-4.020430760735796,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:48:01,3,12,211,1,1,6,5,15,30,2,1,1,107,104,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21.101,29.545,0,121.0,C,NCTL,ND,0 days 02:48:01,10081.0,211,3,0.6,0.5,2,0,1.0,0.0,0,0,11,2,0,0,29.0,-2.247714453213388,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:48:38,3,12,212,1,1,6,5,30,30,2,1,2,107,105,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.229,24.644,0,121.0,BW,NCTL,D,0 days 02:48:38,10118.0,212,2,0.6,0.6,0,1,2.0,0.0,0,1,11,2,0,0,37.0,-2.85276016414912,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:49:17,3,12,213,1,1,6,5,30,40,2,1,2,107,106,2,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.048,37.059,0,121.0,C,NCTL,ND,0 days 02:49:17,10157.0,213,1,0.4,0.5,0,2,0.0,1.0,0,1,11,2,0,0,39.0,-3.5107049608661374,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:50:10,3,13,214,1,1,6,6,0,0,1,1,1,108,106,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32.217,36.149,0,121.0,W,CTL,ND,0 days 02:50:10,10210.0,214,2,0.4,0.5,1,0,0.0,2.0,1,1,12,2,0,0,53.0,-2.7904908616488147,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:50:56,3,13,215,1,1,6,6,1,0,2,1,2,108,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.575,9.825,0,121.0,C,NCTL,ND,0 days 02:50:56,10256.0,215,1,0.6,0.6,0,1,1.0,0.0,0,1,12,2,0,0,46.0,-3.384681044415838,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:51:20,3,13,216,1,1,6,6,1,1,2,2,2,108,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.158,51.244,0,99.0,BW,NCTL,ND,0 days 02:51:20,10280.0,216,0,0.4,0.5,0,2,0.0,1.0,0,1,12,2,0,0,24.0,-4.0319874235275215,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:52:17,3,13,217,1,1,6,6,1,2,1,2,2,108,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.273,7.6,0,99.0,BW,NCTL,ND,0 days 02:52:17,10337.0,217,-1,0.2,0.4,0,3,0.0,2.0,1,0,12,2,0,0,57.0,-5.797501521210817,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:52:54,3,13,218,1,1,6,6,1,3,1,2,1,109,109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.152,29.084,0,99.0,BW,NCTL,D,0 days 02:52:54,10374.0,218,0,0.2,0.3,1,0,0.0,3.0,1,1,12,2,0,0,37.0,-5.0315514907866,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:53:41,3,13,219,1,1,6,6,2,3,2,2,1,110,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.881,43.809,0,99.0,BC,NCTL,D,0 days 02:53:41,10421.0,219,1,0.4,0.4,2,0,1.0,0.0,0,0,12,2,0,0,47.0,-3.2386127686631756,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:55:06,3,13,220,1,1,6,6,3,3,2,2,1,111,109,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.838,22.327,0,99.0,B,NCTL,D,0 days 02:55:06,10506.0,220,2,0.4,0.5,3,0,2.0,0.0,0,0,12,2,0,0,85.0,-1.3276866671360663,P2_Slight
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:56:02,3,13,221,1,1,6,6,4,3,1,2,2,111,110,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.692,18.221,0,99.0,B,NCTL,D,0 days 02:56:02,10562.0,221,1,0.6,0.5,0,1,3.0,0.0,1,0,12,2,0,0,56.0,-2.839594472254883,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:56:48,3,13,222,1,1,6,6,4,4,1,1,1,112,110,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.191,81.979,0,121.0,BW,NCTL,ND,0 days 02:56:48,10608.0,222,2,0.6,0.4,1,0,0.0,1.0,1,1,12,2,0,0,46.0,-2.1328025828097856,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:57:33,3,13,223,1,1,6,6,5,4,2,1,2,112,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.475,12.624,0,121.0,C,CTL,D,0 days 02:57:33,10653.0,223,1,0.8,0.5,0,1,1.0,0.0,0,1,12,2,0,0,45.0,-2.7401465311535897,P2_Strong
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:58:07,3,13,224,1,1,6,6,5,5,2,2,1,113,111,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.957,25.273,0,99.0,B,CTL,D,0 days 02:58:07,10687.0,224,2,0.6,0.5,1,0,0.0,1.0,0,0,12,2,0,0,34.0,-1.1468820620689797,P2_Slight
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,02:59:19,3,13,225,1,1,6,6,6,5,1,1,1,114,111,1,1,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23.571,65.346,0,121.0,W,CTL,ND,0 days 02:59:19,10759.0,225,3,0.6,0.5,2,0,1.0,0.0,1,1,12,2,0,0,72.0,-0.4089444208276,Neutral
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,03:10:56,4,1,226,2,1,0,0,0,0,2,2,1,115,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.043,24.137,0,99.0,B,NCTL,ND,0 days 03:10:56,11456.0,226,4,0.6,0.6,3,0,2.0,0.0,0,0,0,3,0,0,697.0,1.4453883137427976,P1_Slight
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,03:11:44,4,1,227,2,1,0,0,15,0,2,1,2,115,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.548,25.33,0,121.0,BW,NCTL,ND,0 days 03:11:44,11504.0,227,3,0.8,0.7,0,1,3.0,0.0,0,1,0,3,0,0,48.0,0.7664805474679417,Neutral
