date,contest_number,word,num_results,num_hard_mode,try_1,try_2,try_3,try_4,try_5,try_6,try_x,year,month,day,dayofweek,dayofweek_name,is_weekend,week_of_year,num_vowels,vowel_ratio,num_unique_letters,num_repeated_letters,has_repeated,avg_letter_freq,min_letter_freq,max_letter_freq,first_letter_freq,last_letter_freq,hard_mode_ratio,avg_tries,fail_rate,difficulty
2022-09-17,455,CHUTE,33418,3073,0.0,11.0,37.0,36.0,12.0,3.0,0.0,2022,9,17,5,Saturday,1,37,2.0,0.4,5.0,0.0,0.0,6.678,2.76,12.7,2.78,12.7,0.09195643066610809,3.55,0.0,Easy
2022-09-16,454,PARER,37309,4130,0.0,0.0,4.0,11.0,15.0,22.0,48.0,2022,9,16,4,Friday,0,37,2.0,0.4,4.0,1.0,1.0,6.956,1.93,12.7,1.93,5.99,0.1106971508215176,5.99,48.0,Hard
2022-09-15,453,DOUBT,33344,3011,1.0,12.0,32.0,34.0,16.0,4.0,0.0,2022,9,15,3,Thursday,0,37,2.0,0.4,5.0,0.0,0.0,5.014,1.49,9.06,4.25,9.06,0.09030110364683301,3.61,0.0,Easy
2022-09-14,452,THYME,32142,2938,1.0,5.0,24.0,41.0,23.0,5.0,0.0,2022,9,14,2,Wednesday,0,37,1.0,0.2,5.0,0.0,0.0,6.446000000000001,1.97,12.7,9.06,12.7,0.09140688196129675,3.92,0.0,Medium
2022-09-13,451,ALPHA,29497,2706,0.0,3.0,19.0,40.0,28.0,9.0,1.0,2022,9,13,1,Tuesday,0,37,2.0,0.4,4.0,1.0,1.0,5.678,1.93,8.17,8.17,8.17,0.09173814286198596,4.24,1.0,Hard
2022-09-12,450,BOOZE,29147,2883,0.0,1.0,7.0,27.0,38.0,23.0,4.0,2022,9,12,0,Monday,0,37,3.0,0.6,4.0,1.0,1.0,5.856,0.07,12.7,1.49,12.7,0.09891240951041273,4.87,4.0,Hard
2022-09-11,449,TIBIA,27887,2675,0.0,1.0,14.0,40.0,30.0,12.0,2.0,2022,9,11,6,Sunday,1,36,3.0,0.6,4.0,1.0,1.0,6.531999999999999,1.49,9.06,9.06,8.17,0.09592283142682971,4.4,2.0,Hard
2022-09-10,448,LOFTY,29237,2777,0.0,4.0,19.0,34.0,27.0,13.0,3.0,2022,9,10,5,Saturday,1,36,1.0,0.2,5.0,0.0,0.0,4.959999999999999,1.97,9.06,4.03,1.97,0.09498238533365257,4.35,3.0,Hard
2022-09-09,447,THEME,32172,2909,0.0,8.0,29.0,40.0,18.0,4.0,0.0,2022,9,9,4,Friday,0,36,2.0,0.4,4.0,1.0,1.0,8.592,2.41,12.7,9.06,12.7,0.09042024120353102,3.77,0.0,Medium
2022-09-08,446,CLASS,31962,3001,0.0,4.0,21.0,32.0,22.0,13.0,7.0,2022,9,8,3,Thursday,0,36,1.0,0.2,4.0,1.0,1.0,5.5280000000000005,2.78,8.17,2.78,6.33,0.0938927476378199,4.36,7.0,Hard
2022-09-07,445,LEERY,30992,2873,0.0,3.0,17.0,37.0,28.0,12.0,2.0,2022,9,7,2,Wednesday,0,36,2.0,0.4,4.0,1.0,1.0,7.478,1.97,12.7,4.03,1.97,0.09270134228187919,4.31,2.0,Hard
2022-09-06,444,TAUNT,32734,3022,0.0,4.0,19.0,27.0,21.0,16.0,13.0,2022,9,6,1,Tuesday,0,36,2.0,0.4,4.0,1.0,1.0,7.160000000000001,2.76,9.06,9.06,9.06,0.09231991201808518,4.65,13.0,Hard
2022-09-05,443,WHOOP,32733,2970,0.0,1.0,16.0,47.0,29.0,7.0,1.0,2022,9,5,0,Monday,0,36,2.0,0.4,4.0,1.0,1.0,5.08,1.93,7.51,2.36,1.93,0.09073412152873248,4.32,1.0,Hard
2022-09-04,442,INTER,32018,2889,0.0,6.0,25.0,36.0,23.0,8.0,1.0,2022,9,4,6,Sunday,1,35,2.0,0.4,5.0,0.0,0.0,8.294,5.99,12.7,6.97,5.99,0.09023049534636766,4.01,1.0,Medium
2022-09-03,441,GULLY,31191,2877,0.0,1.0,9.0,27.0,31.0,25.0,7.0,2022,9,3,5,Saturday,1,35,1.0,0.2,4.0,1.0,1.0,2.962,1.97,4.03,2.02,1.97,0.09223814561892854,4.91,7.0,Hard
2022-09-02,440,CHARM,35724,3149,1.0,12.0,32.0,34.0,16.0,5.0,1.0,2022,9,2,4,Friday,0,35,1.0,0.2,5.0,0.0,0.0,5.088,2.41,8.17,2.78,2.41,0.0881480237375434,3.74,1.0,Medium
2022-09-01,439,FUNGI,31903,2928,0.0,2.0,18.0,41.0,28.0,9.0,1.0,2022,9,1,3,Thursday,0,35,2.0,0.4,5.0,0.0,0.0,4.146,2.02,6.97,2.23,6.97,0.09177820267686425,4.23,1.0,Hard
2022-08-31,438,PRIZE,35343,3166,0.0,5.0,12.0,20.0,32.0,26.0,5.0,2022,8,31,2,Wednesday,0,35,2.0,0.4,5.0,0.0,0.0,5.532,0.07,12.7,1.93,12.7,0.08957926604985429,4.77,5.0,Hard
2022-08-30,437,ONSET,33660,3009,0.0,4.0,29.0,40.0,21.0,6.0,1.0,2022,8,30,1,Tuesday,0,35,2.0,0.4,5.0,0.0,0.0,8.47,6.33,12.7,7.51,9.06,0.0893939393939394,4.03,1.0,Medium
2022-08-29,436,CHIEF,34281,3072,1.0,6.0,32.0,38.0,18.0,5.0,0.0,2022,8,29,0,Monday,0,35,2.0,0.4,5.0,0.0,0.0,6.154,2.23,12.7,2.78,2.23,0.08961232169423296,3.81,0.0,Medium
2022-08-28,435,GAUZE,30214,2866,0.0,2.0,11.0,24.0,31.0,25.0,8.0,2022,8,28,6,Sunday,1,34,3.0,0.6,5.0,0.0,0.0,5.144,0.07,12.7,2.02,12.7,0.09485668895214139,4.94,8.0,Hard
2022-08-27,434,RUDER,31241,2784,0.0,2.0,16.0,33.0,29.0,16.0,4.0,2022,8,27,5,Saturday,1,34,2.0,0.4,4.0,1.0,1.0,6.337999999999999,2.76,12.7,5.99,5.99,0.08911366473544381,4.53,4.0,Hard
2022-08-26,433,IRONY,34716,3046,0.0,6.0,29.0,34.0,21.0,8.0,1.0,2022,8,26,4,Friday,0,34,2.0,0.4,5.0,0.0,0.0,5.837999999999999,1.97,7.51,6.97,1.97,0.08774052310173983,3.95,1.0,Medium
2022-08-25,432,CLOWN,36737,3175,1.0,8.0,29.0,36.0,20.0,6.0,1.0,2022,8,25,3,Thursday,0,34,1.0,0.2,5.0,0.0,0.0,4.686,2.36,7.51,2.78,6.75,0.08642512997795139,3.91,1.0,Medium
2022-08-24,431,NEEDY,33700,2927,0.0,2.0,21.0,41.0,26.0,9.0,1.0,2022,8,24,2,Wednesday,0,34,2.0,0.4,4.0,1.0,1.0,7.6739999999999995,1.97,12.7,6.75,1.97,0.08685459940652819,4.22,1.0,Hard
2022-08-23,430,WOVEN,33549,2933,0.0,2.0,13.0,32.0,32.0,17.0,3.0,2022,8,23,1,Tuesday,0,34,2.0,0.4,5.0,0.0,0.0,6.06,0.98,12.7,2.36,6.75,0.08742436436257414,4.54,3.0,Hard
2022-08-22,429,MERIT,35888,3123,0.0,7.0,33.0,37.0,17.0,5.0,0.0,2022,8,22,0,Monday,0,34,2.0,0.4,5.0,0.0,0.0,7.426,2.41,12.7,2.41,9.06,0.08702073116362015,3.76,0.0,Medium
2022-08-21,428,WASTE,35617,3186,1.0,7.0,19.0,27.0,24.0,17.0,5.0,2022,8,21,6,Sunday,1,33,2.0,0.4,5.0,0.0,0.0,7.724000000000001,2.36,12.7,2.36,12.7,0.08945166633910773,4.37,5.0,Hard
2022-08-20,427,TREAT,38245,3249,1.0,22.0,32.0,26.0,14.0,5.0,1.0,2022,8,20,5,Saturday,1,33,2.0,0.4,4.0,1.0,1.0,8.996,5.99,12.7,9.06,9.06,0.08495228134396653,3.52,1.0,Easy
2022-08-19,426,SHRUG,33965,2987,0.0,4.0,23.0,36.0,26.0,10.0,1.0,2022,8,19,4,Friday,0,33,1.0,0.2,5.0,0.0,0.0,4.638,2.02,6.33,6.33,2.02,0.08794347122037391,4.18,1.0,Medium
2022-08-18,425,TWANG,34938,3172,0.0,3.0,22.0,43.0,25.0,7.0,1.0,2022,8,18,3,Thursday,0,33,1.0,0.2,5.0,0.0,0.0,5.672,2.02,9.06,9.06,2.02,0.09078939836281413,4.18,1.0,Medium
2022-08-17,424,TWICE,35815,3173,1.0,6.0,28.0,38.0,21.0,6.0,1.0,2022,8,17,2,Wednesday,0,33,2.0,0.4,5.0,0.0,0.0,6.774000000000001,2.36,12.7,9.06,12.7,0.08859416445623342,3.97,1.0,Medium
2022-08-16,423,GRUEL,35105,3087,0.0,3.0,19.0,39.0,29.0,9.0,1.0,2022,8,16,1,Tuesday,0,33,2.0,0.4,5.0,0.0,0.0,5.5,2.02,12.7,2.02,4.03,0.08793619142572283,4.25,1.0,Hard
2022-08-15,422,POKER,35376,3180,0.0,4.0,17.0,30.0,27.0,17.0,5.0,2022,8,15,0,Monday,0,33,2.0,0.4,5.0,0.0,0.0,5.779999999999999,0.77,12.7,1.93,5.99,0.08989145183175033,4.51,5.0,Hard
2022-08-14,421,KHAKI,31652,2968,0.0,2.0,17.0,33.0,28.0,16.0,4.0,2022,8,14,6,Sunday,1,32,2.0,0.4,4.0,1.0,1.0,4.554,0.77,8.17,0.77,6.97,0.09376974598761531,4.51,4.0,Hard
2022-08-13,420,HUNKY,35276,3185,0.0,1.0,11.0,33.0,25.0,22.0,7.0,2022,8,13,5,Saturday,1,32,1.0,0.2,5.0,0.0,0.0,3.668,0.77,6.75,6.09,1.97,0.09028801451411725,4.73,7.0,Hard
2022-08-12,419,LABEL,34198,3076,0.0,4.0,18.0,32.0,29.0,15.0,2.0,2022,8,12,4,Friday,0,32,2.0,0.4,4.0,1.0,1.0,6.0840000000000005,1.49,12.7,4.03,4.03,0.08994678051348032,4.39,2.0,Hard
2022-08-11,418,GLEAN,37301,3243,0.0,6.0,23.0,37.0,24.0,8.0,1.0,2022,8,11,3,Thursday,0,32,2.0,0.4,5.0,0.0,0.0,6.734,2.02,12.7,2.02,6.75,0.08694136886410551,4.04,1.0,Medium
2022-08-10,417,CLING,37654,3312,0.0,4.0,20.0,34.0,27.0,13.0,2.0,2022,8,10,2,Wednesday,0,32,1.0,0.2,5.0,0.0,0.0,4.51,2.02,6.97,2.78,2.02,0.08795878259945822,4.31,2.0,Hard
2022-08-09,416,PATTY,36223,3019,0.0,2.0,16.0,39.0,29.0,12.0,1.0,2022,8,9,1,Tuesday,0,32,1.0,0.2,4.0,1.0,1.0,6.037999999999999,1.93,9.06,1.93,1.97,0.08334483615382492,4.32,1.0,Hard
2022-08-08,415,UNFIT,35516,3187,0.0,3.0,24.0,38.0,25.0,9.0,1.0,2022,8,8,0,Monday,0,32,2.0,0.4,5.0,0.0,0.0,5.554,2.23,9.06,2.76,9.06,0.08973420430228629,4.16,1.0,Medium
2022-08-07,414,SMEAR,36223,3190,0.0,2.0,16.0,39.0,29.0,12.0,2.0,2022,8,7,6,Sunday,1,31,2.0,0.4,5.0,0.0,0.0,7.12,2.41,12.7,6.33,5.99,0.08806559368357121,4.39,2.0,Hard
2022-08-06,413,ALIEN,38841,3395,3.0,17.0,31.0,29.0,15.0,4.0,0.0,2022,8,6,5,Saturday,1,31,3.0,0.6,5.0,0.0,0.0,7.723999999999999,4.03,12.7,8.17,6.75,0.0874076362606524,3.45,0.0,Easy
2022-08-05,412,BUGGY,37350,3428,0.0,1.0,9.0,29.0,34.0,22.0,5.0,2022,8,5,4,Friday,0,31,1.0,0.2,4.0,1.0,1.0,2.052,1.49,2.76,1.49,1.97,0.09178045515394913,4.82,5.0,Hard
2022-08-04,411,RHYME,37229,3336,0.0,4.0,22.0,39.0,25.0,8.0,1.0,2022,8,4,3,Thursday,0,31,1.0,0.2,5.0,0.0,0.0,5.832,1.97,12.7,5.99,12.7,0.08960756399580971,4.1,1.0,Medium
2022-08-03,410,YOUTH,38381,3327,1.0,5.0,17.0,31.0,29.0,15.0,3.0,2022,8,3,2,Wednesday,0,31,2.0,0.4,5.0,0.0,0.0,5.478,1.97,9.06,1.97,6.09,0.08668351528099841,4.42,3.0,Hard
2022-08-02,409,COYLY,34909,3380,0.0,0.0,4.0,17.0,28.0,35.0,15.0,2022,8,2,1,Tuesday,0,31,1.0,0.2,4.0,1.0,1.0,3.6519999999999997,1.97,7.51,2.78,1.97,0.09682316881033544,5.35,15.0,Hard
2022-08-01,408,QUART,36662,3303,0.0,5.0,20.0,33.0,27.0,13.0,2.0,2022,8,1,0,Monday,0,31,2.0,0.4,5.0,0.0,0.0,5.215999999999999,0.1,9.06,0.1,9.06,0.09009328459985816,4.29,2.0,Hard
2022-07-31,407,CRAMP,39250,3369,1.0,8.0,26.0,33.0,19.0,10.0,2.0,2022,7,31,6,Sunday,1,30,1.0,0.2,5.0,0.0,0.0,4.255999999999999,1.93,8.17,2.78,1.93,0.0858343949044586,3.96,2.0,Medium
2022-07-30,406,BLUFF,37353,3171,0.0,2.0,14.0,42.0,31.0,10.0,1.0,2022,7,30,5,Saturday,1,30,1.0,0.2,4.0,1.0,1.0,2.5480000000000005,1.49,4.03,1.49,2.23,0.08489277969640993,4.36,1.0,Hard
2022-07-29,405,UPSET,37791,3213,0.0,5.0,30.0,38.0,20.0,6.0,1.0,2022,7,29,4,Friday,0,30,2.0,0.4,5.0,0.0,0.0,6.556,1.93,12.7,2.76,9.06,0.08502024291497975,3.95,1.0,Medium
2022-07-28,404,STOMP,40650,3490,0.0,7.0,26.0,32.0,21.0,11.0,2.0,2022,7,28,3,Thursday,0,30,1.0,0.2,5.0,0.0,0.0,5.4479999999999995,1.93,9.06,6.33,1.93,0.08585485854858549,4.05,2.0,Medium
2022-07-27,403,MOTTO,38384,3285,0.0,1.0,11.0,36.0,36.0,14.0,1.0,2022,7,27,2,Wednesday,0,30,2.0,0.4,3.0,2.0,1.0,7.109999999999999,2.41,9.06,2.41,7.51,0.08558253438932889,4.5,1.0,Hard
2022-07-26,402,CINCH,39171,3507,0.0,2.0,15.0,24.0,22.0,25.0,13.0,2022,7,26,1,Tuesday,0,30,1.0,0.2,4.0,1.0,1.0,5.074,2.78,6.97,2.78,6.09,0.08953052002757142,4.96,13.0,Hard
2022-07-25,401,ELOPE,39228,3339,0.0,4.0,22.0,32.0,26.0,13.0,2.0,2022,7,25,0,Monday,0,30,3.0,0.6,4.0,1.0,1.0,7.774000000000001,1.93,12.7,12.7,12.7,0.08511777301927195,4.24,2.0,Hard
2022-07-24,400,POWER,39813,3401,2.0,6.0,19.0,29.0,24.0,15.0,4.0,2022,7,24,6,Sunday,1,29,2.0,0.4,5.0,0.0,0.0,6.098000000000001,1.93,12.7,1.93,5.99,0.0854243588777535,4.25,4.0,Hard
2022-07-23,399,MIDGE,36769,3111,0.0,2.0,18.0,39.0,28.0,10.0,2.0,2022,7,23,5,Saturday,1,29,2.0,0.4,5.0,0.0,0.0,5.67,2.02,12.7,2.41,12.7,0.08460931763170061,4.28,2.0,Hard
2022-07-22,398,TRYST,43099,3665,0.0,3.0,26.0,41.0,23.0,6.0,1.0,2022,7,22,4,Friday,0,29,0.0,0.0,4.0,1.0,1.0,6.482000000000001,1.97,9.06,9.06,9.06,0.08503677579526207,4.06,1.0,Medium
2022-07-21,397,APHID,39086,3367,0.0,6.0,24.0,36.0,23.0,9.0,2.0,2022,7,21,3,Thursday,0,29,2.0,0.4,5.0,0.0,0.0,5.481999999999999,1.93,8.17,8.17,4.25,0.08614337614491122,4.11,2.0,Medium
2022-07-20,396,TRITE,42237,3685,0.0,4.0,14.0,22.0,22.0,23.0,15.0,2022,7,20,2,Wednesday,0,29,2.0,0.4,4.0,1.0,1.0,8.756,5.99,12.7,9.06,12.7,0.08724577976655538,4.91,15.0,Hard
2022-07-19,395,ANGRY,39667,3358,0.0,5.0,27.0,38.0,21.0,7.0,1.0,2022,7,19,1,Tuesday,0,29,1.0,0.2,5.0,0.0,0.0,4.9799999999999995,1.97,8.17,8.17,1.97,0.08465475080041344,3.97,1.0,Medium
2022-07-18,394,FLOCK,42574,3548,0.0,4.0,22.0,37.0,27.0,9.0,1.0,2022,7,18,0,Monday,0,29,1.0,0.2,5.0,0.0,0.0,3.464,0.77,7.51,2.23,0.77,0.0833372480856861,4.18,1.0,Medium
2022-07-17,393,WACKY,39611,3345,0.0,3.0,18.0,39.0,27.0,10.0,2.0,2022,7,17,6,Sunday,1,28,1.0,0.2,5.0,0.0,0.0,3.2099999999999995,0.77,8.17,2.36,1.97,0.08444623968089672,4.25,2.0,Hard
2022-07-16,392,ROOMY,38769,3280,0.0,2.0,17.0,41.0,28.0,10.0,2.0,2022,7,16,5,Saturday,1,28,2.0,0.4,4.0,1.0,1.0,5.077999999999999,1.97,7.51,5.99,1.97,0.0846036781964972,4.33,2.0,Hard
2022-07-15,391,WEDGE,39234,3353,0.0,2.0,11.0,32.0,37.0,17.0,2.0,2022,7,15,4,Friday,0,28,2.0,0.4,4.0,1.0,1.0,6.806,2.02,12.7,2.36,12.7,0.08546158943773258,4.66,2.0,Hard
2022-07-14,390,LIVER,40549,3388,0.0,4.0,16.0,26.0,25.0,20.0,8.0,2022,7,14,3,Thursday,0,28,2.0,0.4,5.0,0.0,0.0,6.134,0.98,12.7,4.03,5.99,0.08355323189227848,4.61,8.0,Hard
2022-07-13,389,BLAND,46246,3727,0.0,7.0,31.0,38.0,18.0,4.0,0.0,2022,7,13,2,Wednesday,0,28,1.0,0.2,5.0,0.0,0.0,4.938000000000001,1.49,8.17,1.49,4.25,0.08059075379492281,3.73,0.0,Medium
2022-07-12,388,NIGHT,46910,3870,1.0,8.0,27.0,27.0,17.0,13.0,7.0,2022,7,12,1,Tuesday,0,28,1.0,0.2,5.0,0.0,0.0,6.178,2.02,9.06,6.75,9.06,0.08249840119377531,4.18,7.0,Medium
2022-07-11,387,MADAM,40545,3430,0.0,3.0,13.0,35.0,34.0,14.0,2.0,2022,7,11,0,Monday,0,28,2.0,0.4,3.0,2.0,1.0,5.082,2.41,8.17,2.41,2.41,0.0845973609569614,4.53,2.0,Hard
2022-07-10,386,BERTH,41785,3494,0.0,7.0,24.0,35.0,24.0,9.0,1.0,2022,7,10,6,Sunday,1,27,1.0,0.2,5.0,0.0,0.0,7.066,1.49,12.7,1.49,6.09,0.08361852339356228,4.07,1.0,Medium
2022-07-09,385,STEAD,47094,3933,1.0,6.0,20.0,27.0,28.0,16.0,3.0,2022,7,9,5,Saturday,1,27,2.0,0.4,5.0,0.0,0.0,8.102,4.25,12.7,6.33,4.25,0.0835138234169958,4.38,3.0,Hard
2022-07-08,384,VOICE,42806,3484,1.0,5.0,24.0,35.0,25.0,9.0,1.0,2022,7,8,4,Friday,0,27,3.0,0.6,5.0,0.0,0.0,6.188000000000001,0.98,12.7,0.98,12.7,0.08139045928140914,4.09,1.0,Medium
2022-07-07,383,AGAPE,43407,3671,0.0,2.0,18.0,36.0,27.0,15.0,3.0,2022,7,7,3,Thursday,0,27,3.0,0.6,4.0,1.0,1.0,6.597999999999999,1.93,12.7,8.17,12.7,0.08457161287349967,4.48,3.0,Hard
2022-07-06,382,FLUFF,47344,4049,0.0,0.0,4.0,25.0,44.0,23.0,4.0,2022,7,6,2,Wednesday,0,27,1.0,0.2,3.0,2.0,1.0,2.696,2.23,4.03,2.23,2.23,0.08552298073673538,4.98,4.0,Hard
2022-07-05,381,FIELD,44578,3604,1.0,6.0,25.0,36.0,23.0,9.0,1.0,2022,7,5,1,Tuesday,0,27,2.0,0.4,5.0,0.0,0.0,6.036,2.23,12.7,2.23,4.25,0.08084705460092423,4.08,1.0,Medium
2022-07-04,380,SEVER,42645,3591,0.0,2.0,13.0,27.0,29.0,21.0,7.0,2022,7,4,0,Monday,0,27,2.0,0.4,4.0,1.0,1.0,7.74,0.98,12.7,6.33,5.99,0.08420682377769961,4.71,7.0,Hard
2022-07-03,379,LILAC,40486,3461,0.0,2.0,17.0,38.0,29.0,12.0,1.0,2022,7,3,6,Sunday,1,26,2.0,0.4,4.0,1.0,1.0,5.196000000000001,2.78,8.17,4.03,2.78,0.08548634095736798,4.31,1.0,Hard
2022-07-02,378,EGRET,41765,3515,0.0,3.0,14.0,33.0,33.0,15.0,2.0,2022,7,2,5,Saturday,1,26,2.0,0.4,4.0,1.0,1.0,8.494,2.02,12.7,12.7,9.06,0.08416137914521729,4.49,2.0,Hard
2022-07-01,377,PINTO,47248,3792,0.0,5.0,25.0,41.0,22.0,6.0,1.0,2022,7,1,4,Friday,0,26,2.0,0.4,5.0,0.0,0.0,6.444,1.93,9.06,1.93,7.51,0.08025736539112767,4.02,1.0,Medium
2022-06-30,376,HUTCH,44212,3758,0.0,1.0,12.0,28.0,28.0,21.0,9.0,2022,6,30,3,Thursday,0,26,1.0,0.2,4.0,1.0,1.0,5.356,2.76,9.06,6.09,6.09,0.08499954763412648,4.79,9.0,Hard
2022-06-29,375,GAWKY,45645,3957,0.0,1.0,5.0,22.0,33.0,28.0,10.0,2022,6,29,2,Wednesday,0,26,1.0,0.2,5.0,0.0,0.0,3.058,0.77,8.17,2.02,1.97,0.08669076569175156,5.08,10.0,Hard
2022-06-28,374,DROLL,47312,3844,0.0,2.0,16.0,31.0,31.0,17.0,3.0,2022,6,28,1,Tuesday,0,26,1.0,0.2,4.0,1.0,1.0,5.162000000000001,4.03,7.51,4.25,4.03,0.08124788637132228,4.54,3.0,Hard
2022-06-27,373,RETRO,47986,3848,0.0,6.0,24.0,35.0,24.0,9.0,1.0,2022,6,27,0,Monday,0,26,2.0,0.4,4.0,1.0,1.0,8.25,5.99,12.7,5.99,7.51,0.08019005543283457,4.05,1.0,Medium
2022-06-26,372,RUSTY,50450,3954,0.0,9.0,37.0,34.0,13.0,5.0,1.0,2022,6,26,6,Sunday,1,25,1.0,0.2,5.0,0.0,0.0,5.2219999999999995,1.97,9.06,5.99,1.97,0.07837462834489593,3.67,1.0,Easy
2022-06-25,371,BEADY,46089,3670,0.0,3.0,19.0,39.0,29.0,10.0,1.0,2022,6,25,5,Saturday,1,25,2.0,0.4,5.0,0.0,0.0,5.715999999999999,1.49,12.7,1.49,1.97,0.07962854477207143,4.31,1.0,Hard
2022-06-24,370,SMITE,50617,3991,0.0,6.0,23.0,35.0,24.0,11.0,2.0,2022,6,24,4,Friday,0,25,2.0,0.4,5.0,0.0,0.0,7.494,2.41,12.7,6.33,12.7,0.07884702767844795,4.21,2.0,Hard
2022-06-23,369,BRINK,53111,4118,0.0,4.0,22.0,41.0,24.0,7.0,1.0,2022,6,23,3,Thursday,0,25,1.0,0.2,5.0,0.0,0.0,4.394,0.77,6.97,1.49,0.77,0.0775357270621905,4.07,1.0,Medium
2022-06-22,368,AWFUL,47645,3861,0.0,5.0,21.0,33.0,27.0,12.0,2.0,2022,6,22,2,Wednesday,0,25,2.0,0.4,5.0,0.0,0.0,3.91,2.23,8.17,8.17,4.03,0.0810368349249659,4.26,2.0,Hard
2022-06-21,367,GLOAT,53342,4194,0.0,8.0,21.0,31.0,26.0,12.0,2.0,2022,6,21,1,Tuesday,0,25,2.0,0.4,5.0,0.0,0.0,6.1579999999999995,2.02,9.06,2.02,9.06,0.0786247234824341,4.19,2.0,Medium
2022-06-20,366,INPUT,50484,3950,0.0,5.0,30.0,38.0,21.0,6.0,1.0,2022,6,20,0,Monday,0,25,2.0,0.4,5.0,0.0,0.0,5.494,1.93,9.06,6.97,9.06,0.07824261152048173,4.0,1.0,Medium
2022-06-19,365,LOSER,55359,4399,1.0,10.0,28.0,32.0,19.0,8.0,2.0,2022,6,19,6,Sunday,1,24,2.0,0.4,5.0,0.0,0.0,7.311999999999999,4.03,12.7,4.03,5.99,0.07946314059141242,3.9,2.0,Medium
2022-06-18,364,CACAO,47205,4101,0.0,1.0,9.0,27.0,36.0,23.0,4.0,2022,6,18,5,Saturday,1,24,3.0,0.6,3.0,2.0,1.0,5.882,2.78,8.17,2.78,7.51,0.08687639021290118,4.83,4.0,Hard
2022-06-17,363,BLOWN,54665,4251,0.0,6.0,23.0,35.0,26.0,10.0,1.0,2022,6,17,4,Friday,0,24,1.0,0.2,5.0,0.0,0.0,4.428,1.49,7.51,1.49,6.75,0.07776456599286563,4.18,1.0,Medium
2022-06-16,362,APRON,53430,4112,0.0,7.0,30.0,38.0,19.0,5.0,1.0,2022,6,16,3,Thursday,0,24,2.0,0.4,5.0,0.0,0.0,6.07,1.93,8.17,8.17,6.75,0.0769605090772974,3.88,1.0,Medium
2022-06-15,361,PRIMO,55989,4391,0.0,3.0,22.0,38.0,25.0,10.0,2.0,2022,6,15,2,Wednesday,0,24,2.0,0.4,5.0,0.0,0.0,4.962000000000001,1.93,7.51,1.93,7.51,0.07842611941631392,4.23,2.0,Hard
2022-06-14,360,ATONE,59968,4762,2.0,16.0,34.0,29.0,14.0,4.0,1.0,2022,6,14,1,Tuesday,0,24,3.0,0.6,5.0,0.0,0.0,8.838,6.75,12.7,8.17,12.7,0.0794090181430096,3.53,1.0,Easy
2022-06-13,359,DONOR,53802,4142,0.0,3.0,27.0,38.0,23.0,7.0,1.0,2022,6,13,0,Monday,0,24,2.0,0.4,4.0,1.0,1.0,6.401999999999999,4.25,7.51,4.25,5.99,0.07698598565109104,4.03,1.0,Medium
2022-06-12,358,FLOAT,56684,4323,1.0,12.0,30.0,32.0,18.0,6.0,1.0,2022,6,12,6,Sunday,1,23,2.0,0.4,5.0,0.0,0.0,6.2,2.23,9.06,2.23,9.06,0.07626490720485499,3.76,1.0,Medium
2022-06-11,357,GOOSE,51958,4087,0.0,2.0,12.0,28.0,32.0,21.0,5.0,2022,6,11,5,Saturday,1,23,3.0,0.6,4.0,1.0,1.0,7.213999999999999,2.02,12.7,2.02,12.7,0.0786596866700027,4.73,5.0,Hard
2022-06-10,356,PIETY,55376,4324,0.0,4.0,25.0,41.0,22.0,7.0,1.0,2022,6,10,4,Friday,0,23,2.0,0.4,5.0,0.0,0.0,6.526000000000001,1.93,12.7,1.93,1.97,0.07808436867957237,4.06,1.0,Medium
2022-06-09,355,GIRTH,60020,4665,0.0,6.0,23.0,33.0,23.0,12.0,3.0,2022,6,9,3,Thursday,0,23,1.0,0.2,5.0,0.0,0.0,6.026,2.02,9.06,2.02,6.09,0.07772409196934356,4.21,3.0,Hard
2022-06-08,354,TRAIT,61026,4607,0.0,6.0,22.0,35.0,24.0,11.0,2.0,2022,6,8,2,Wednesday,0,23,2.0,0.4,4.0,1.0,1.0,7.85,5.99,9.06,9.06,9.06,0.07549241306983909,4.18,2.0,Medium
2022-06-07,353,FLOOD,58991,4440,0.0,3.0,20.0,40.0,28.0,8.0,1.0,2022,6,7,1,Tuesday,0,23,2.0,0.4,4.0,1.0,1.0,5.106,2.23,7.51,2.23,4.25,0.07526571849943212,4.21,1.0,Hard
2022-06-06,352,GLOOM,58478,4548,0.0,2.0,14.0,35.0,35.0,13.0,1.0,2022,6,6,0,Monday,0,23,2.0,0.4,4.0,1.0,1.0,4.696,2.02,7.51,2.02,2.41,0.07777283764834639,4.46,1.0,Hard
2022-06-05,351,DEPTH,56738,4329,0.0,6.0,28.0,39.0,20.0,6.0,1.0,2022,6,5,6,Sunday,1,22,1.0,0.2,5.0,0.0,0.0,6.806,1.93,12.7,4.25,6.09,0.07629807183897917,3.95,1.0,Medium
2022-06-04,350,FROTH,58263,4432,0.0,5.0,22.0,35.0,25.0,11.0,1.0,2022,6,4,5,Saturday,1,22,1.0,0.2,5.0,0.0,0.0,6.176,2.23,9.06,2.23,6.09,0.07606886016854608,4.14,1.0,Medium
2022-06-03,349,PEACH,65431,4957,1.0,13.0,38.0,32.0,13.0,3.0,0.0,2022,6,3,4,Friday,0,22,2.0,0.4,5.0,0.0,0.0,6.334,1.93,12.7,1.93,6.09,0.0757591967110391,3.52,0.0,Easy
