Rank,NOC,Gold,Silver,Bronze,Total,Year,is_host,total_events,total_lag1,gold_lag1,total_lag2,total_rolling3_mean,total_change,participation_count,gold_ratio
44,Chinese Taipei,1,1,2,4,2008,0,302,5.0,2.0,5.0,3.6666666666666665,-1.0,6,0.25
48,Chinese Taipei,1,0,1,2,2012,0,302,4.0,1.0,5.0,4.666666666666667,-2.0,7,0.5
50,Chinese Taipei,1,0,2,3,2016,0,306,2.0,1.0,4.0,3.6666666666666665,1.0,8,0.3333333333333333
34,Chinese Taipei,2,4,6,12,2020,0,339,3.0,1.0,2.0,3.0,9.0,9,0.16666666666666666
35,Chinese Taipei,2,0,5,7,2024,0,329,12.0,2.0,3.0,5.666666666666667,-5.0,10,0.2857142857142857
31,Colombia,0,1,2,3,1972,0,195,0.0,0.0,0.0,0.0,3.0,1,0.0
33,Colombia,0,1,0,1,1984,0,221,3.0,0.0,0.0,3.0,-2.0,2,0.0
46,Colombia,0,0,1,1,1988,0,237,1.0,0.0,3.0,2.0,0.0,3,0.0
54,Colombia,0,0,1,1,1992,0,257,1.0,0.0,1.0,1.6666666666666667,0.0,4,0.0
50,Colombia,1,0,0,1,2000,0,300,1.0,0.0,1.0,1.0,0.0,5,1.0
68,Colombia,0,0,2,2,2004,0,301,1.0,1.0,1.0,1.0,1.0,6,0.0
60,Colombia,0,2,1,3,2008,0,302,2.0,0.0,1.0,1.3333333333333333,1.0,7,0.0
38,Colombia,1,3,5,9,2012,0,302,3.0,0.0,2.0,2.0,6.0,8,0.1111111111111111
22,Colombia,3,2,3,8,2016,0,306,9.0,1.0,3.0,4.666666666666667,-1.0,9,0.375
66,Colombia,0,4,1,5,2020,0,339,8.0,3.0,9.0,6.666666666666667,-3.0,10,0.0
66,Colombia,0,3,1,4,2024,0,329,5.0,0.0,8.0,7.333333333333333,-1.0,11,0.0
36,Costa Rica,0,1,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
49,Costa Rica,1,0,0,1,1996,0,271,1.0,0.0,0.0,1.0,0.0,2,1.0
69,Costa Rica,0,0,2,2,2000,0,300,1.0,1.0,1.0,1.0,1.0,3,0.0
44,Croatia,0,1,2,3,1992,0,257,0.0,0.0,0.0,0.0,3.0,1,0.0
45,Croatia,1,1,0,2,1996,0,271,3.0,0.0,0.0,3.0,-1.0,2,0.5
49,Croatia,1,0,1,2,2000,0,300,2.0,1.0,3.0,2.5,0.0,3,0.5
44,Croatia,1,2,2,5,2004,0,301,2.0,1.0,2.0,2.3333333333333335,3.0,4,0.2
59,Croatia,0,2,3,5,2008,0,302,5.0,1.0,2.0,3.0,0.0,5,0.0
26,Croatia,3,1,2,6,2012,0,302,5.0,0.0,5.0,4.0,1.0,6,0.5
17,Croatia,5,3,2,10,2016,0,306,6.0,3.0,5.0,5.333333333333333,4.0,7,0.5
26,Croatia,3,3,2,8,2020,0,339,10.0,5.0,6.0,7.0,-2.0,8,0.375
30,Croatia,2,2,3,7,2024,0,329,8.0,3.0,10.0,8.0,-1.0,9,0.2857142857142857
12,Cuba,1,1,0,2,1900,0,97,0.0,0.0,0.0,0.0,2.0,1,0.5
4,Cuba,3,0,0,3,1904,0,95,2.0,1.0,0.0,2.0,1.0,2,1.0
28,Cuba,0,1,0,1,1948,0,136,3.0,3.0,2.0,2.5,-2.0,3,0.0
30,Cuba,0,1,0,1,1964,0,163,1.0,0.0,3.0,2.0,0.0,4,0.0
31,Cuba,0,4,0,4,1968,0,172,1.0,0.0,1.0,1.6666666666666667,3.0,5,0.0
14,Cuba,3,1,4,8,1972,0,195,4.0,0.0,1.0,2.0,4.0,6,0.375
8,Cuba,6,4,3,13,1976,0,198,8.0,3.0,4.0,4.333333333333333,5.0,7,0.46153846153846156
4,Cuba,8,7,5,20,1980,0,203,13.0,6.0,8.0,8.333333333333334,7.0,8,0.4
5,Cuba,14,6,11,31,1992,0,257,20.0,8.0,13.0,13.666666666666666,11.0,9,0.45161290322580644
8,Cuba,9,8,8,25,1996,0,271,31.0,14.0,20.0,21.333333333333332,-6.0,10,0.36
9,Cuba,11,11,7,29,2000,0,300,25.0,9.0,31.0,25.333333333333332,4.0,11,0.3793103448275862
11,Cuba,9,7,11,27,2004,0,301,29.0,11.0,25.0,28.333333333333332,-2.0,12,0.3333333333333333
19,Cuba,3,10,17,30,2008,0,302,27.0,9.0,29.0,27.0,3.0,13,0.1
16,Cuba,5,3,7,15,2012,0,302,30.0,3.0,27.0,28.666666666666668,-15.0,14,0.3333333333333333
18,Cuba,5,2,4,11,2016,0,306,15.0,5.0,30.0,24.0,-4.0,15,0.45454545454545453
14,Cuba,7,3,5,15,2020,0,339,11.0,5.0,15.0,18.666666666666668,4.0,16,0.4666666666666667
32,Cuba,2,1,6,9,2024,0,329,15.0,7.0,11.0,13.666666666666666,-6.0,17,0.2222222222222222
70,Cyprus,0,1,0,1,2012,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
74,Cyprus,0,1,0,1,2024,0,329,1.0,0.0,0.0,1.0,0.0,2,0.0
17,Czech Republic,4,3,4,11,1996,0,271,0.0,0.0,0.0,0.0,11.0,1,0.36363636363636365
28,Czech Republic,2,3,3,8,2000,0,300,11.0,4.0,0.0,11.0,-3.0,2,0.25
42,Czech Republic,1,3,5,9,2004,0,301,8.0,2.0,11.0,9.5,1.0,3,0.1111111111111111
25,Czech Republic,3,3,1,7,2008,0,302,9.0,1.0,8.0,9.333333333333334,-2.0,4,0.42857142857142855
19,Czech Republic,4,4,3,11,2012,0,302,7.0,3.0,9.0,8.0,4.0,5,0.36363636363636365
43,Czech Republic,1,2,7,10,2016,0,306,11.0,4.0,7.0,9.0,-1.0,6,0.1
18,Czech Republic,4,4,3,11,2020,0,339,10.0,1.0,11.0,9.333333333333334,1.0,7,0.36363636363636365
28,Czech Republic,3,0,2,5,2024,0,329,11.0,4.0,10.0,10.666666666666666,-6.0,8,0.6
21,Czechoslovakia,0,0,2,2,1920,0,156,0.0,0.0,0.0,0.0,2.0,1,0.0
15,Czechoslovakia,1,4,5,10,1924,0,126,2.0,0.0,0.0,2.0,8.0,2,0.1
14,Czechoslovakia,2,5,2,9,1928,0,109,10.0,1.0,2.0,6.0,-1.0,3,0.2222222222222222
17,Czechoslovakia,1,3,2,6,1932,0,117,9.0,2.0,10.0,7.0,-3.0,4,0.16666666666666666
13,Czechoslovakia,3,5,1,9,1936,0,129,6.0,1.0,9.0,8.333333333333334,3.0,5,0.3333333333333333
8,Czechoslovakia,6,2,3,11,1948,0,136,9.0,3.0,6.0,8.0,2.0,6,0.5454545454545454
6,Czechoslovakia,7,3,3,13,1952,0,149,11.0,6.0,9.0,8.666666666666666,2.0,7,0.5384615384615384
18,Czechoslovakia,1,4,1,6,1956,0,151,13.0,7.0,11.0,11.0,-7.0,8,0.16666666666666666
10,Czechoslovakia,3,2,3,8,1960,0,150,6.0,1.0,13.0,10.0,2.0,9,0.375
9,Czechoslovakia,5,6,3,14,1964,0,163,8.0,3.0,6.0,9.0,6.0,10,0.35714285714285715
7,Czechoslovakia,7,2,4,13,1968,0,172,14.0,5.0,8.0,9.333333333333334,-1.0,11,0.5384615384615384
18,Czechoslovakia,2,4,2,8,1972,0,195,13.0,7.0,14.0,11.666666666666666,-5.0,12,0.25
17,Czechoslovakia,2,2,4,8,1976,0,198,8.0,2.0,13.0,11.666666666666666,0.0,13,0.25
13,Czechoslovakia,2,3,9,14,1980,0,203,8.0,2.0,8.0,9.666666666666666,6.0,14,0.14285714285714285
17,Czechoslovakia,3,3,2,8,1988,0,237,14.0,2.0,8.0,10.0,-6.0,15,0.375
15,Czechoslovakia,4,2,1,7,1992,0,257,8.0,3.0,14.0,10.0,-1.0,16,0.5714285714285714
9,Denmark,1,2,3,6,1896,0,43,0.0,0.0,0.0,0.0,6.0,1,0.16666666666666666
10,Denmark,1,3,2,6,1900,0,97,6.0,1.0,0.0,6.0,0.0,2,0.16666666666666666
16,Denmark,0,2,3,5,1908,0,110,6.0,1.0,6.0,6.0,-1.0,3,0.0
14,Denmark,1,6,5,12,1912,0,102,5.0,0.0,6.0,5.666666666666667,7.0,4,0.08333333333333333
10,Denmark,3,9,1,13,1920,0,156,12.0,1.0,5.0,7.666666666666667,1.0,5,0.23076923076923078
12,Denmark,2,5,2,9,1924,0,126,13.0,3.0,12.0,10.0,-4.0,6,0.2222222222222222
13,Denmark,3,1,2,6,1928,0,109,9.0,2.0,13.0,11.333333333333334,-3.0,7,0.5
20,Denmark,0,5,3,8,1932,0,117,6.0,3.0,9.0,9.333333333333334,2.0,8,0.0
23,Denmark,0,2,3,5,1936,0,129,8.0,0.0,6.0,7.666666666666667,-3.0,9,0.0
10,Denmark,5,7,8,20,1948,0,136,5.0,0.0,8.0,6.333333333333333,15.0,10,0.25
15,Denmark,2,1,3,6,1952,0,149,20.0,5.0,5.0,11.0,-14.0,11,0.3333333333333333
20,Denmark,1,2,1,4,1956,0,151,6.0,2.0,20.0,10.333333333333334,-2.0,12,0.25
13,Denmark,2,3,1,6,1960,0,150,4.0,1.0,6.0,10.0,2.0,13,0.3333333333333333
18,Denmark,2,1,3,6,1964,0,163,6.0,2.0,4.0,5.333333333333333,0.0,14,0.3333333333333333
22,Denmark,1,4,3,8,1968,0,172,6.0,2.0,6.0,5.333333333333333,2.0,15,0.125
25,Denmark,1,0,0,1,1972,0,195,8.0,1.0,6.0,6.666666666666667,-7.0,16,1.0
24,Denmark,1,0,2,3,1976,0,198,1.0,1.0,8.0,5.0,2.0,17,0.3333333333333333
16,Denmark,2,1,2,5,1980,0,203,3.0,1.0,1.0,4.0,2.0,18,0.4
27,Denmark,0,3,3,6,1984,0,221,5.0,2.0,3.0,3.0,1.0,19,0.0
23,Denmark,2,1,1,4,1988,0,237,6.0,0.0,5.0,4.666666666666667,-2.0,20,0.5
30,Denmark,1,1,4,6,1992,0,257,4.0,2.0,6.0,5.0,2.0,21,0.16666666666666666
19,Denmark,4,1,1,6,1996,0,271,6.0,1.0,4.0,5.333333333333333,0.0,22,0.6666666666666666
30,Denmark,2,3,1,6,2000,0,300,6.0,4.0,6.0,5.333333333333333,0.0,23,0.3333333333333333
34,Denmark,2,1,5,8,2004,0,301,6.0,2.0,6.0,6.0,2.0,24,0.25
30,Denmark,2,2,3,7,2008,0,302,8.0,2.0,6.0,6.666666666666667,-1.0,25,0.2857142857142857
30,Denmark,2,4,3,9,2012,0,302,7.0,2.0,8.0,7.0,2.0,26,0.2222222222222222
27,Denmark,2,6,7,15,2016,0,306,9.0,2.0,7.0,8.0,6.0,27,0.13333333333333333
25,Denmark,3,4,4,11,2020,0,339,15.0,2.0,9.0,10.333333333333334,-4.0,28,0.2727272727272727
29,Denmark,2,2,5,9,2024,0,329,11.0,3.0,15.0,11.666666666666666,-2.0,29,0.2222222222222222
46,Djibouti,0,0,1,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
62,Dominica,1,0,0,1,2024,0,329,0.0,0.0,0.0,0.0,1.0,1,1.0
43,Dominican Republic,0,0,1,1,1984,0,221,0.0,0.0,0.0,0.0,1.0,1,0.0
54,Dominican Republic,1,0,0,1,2004,0,301,1.0,0.0,0.0,1.0,0.0,2,1.0
47,Dominican Republic,1,1,0,2,2008,0,302,1.0,1.0,1.0,1.0,1.0,3,0.5
47,Dominican Republic,1,1,0,2,2012,0,302,2.0,1.0,1.0,1.3333333333333333,0.0,4,0.5
78,Dominican Republic,0,0,1,1,2016,0,306,2.0,1.0,2.0,1.6666666666666667,-1.0,5,0.0
68,Dominican Republic,0,3,2,5,2020,0,339,1.0,0.0,2.0,1.6666666666666667,4.0,6,0.0
59,Dominican Republic,1,0,2,3,2024,0,329,5.0,0.0,1.0,2.6666666666666665,-2.0,7,0.3333333333333333
5,East Germany,9,9,7,25,1968,0,172,0.0,0.0,0.0,0.0,25.0,1,0.36
3,East Germany,20,23,23,66,1972,0,195,25.0,9.0,0.0,25.0,41.0,2,0.30303030303030304
2,East Germany,40,25,25,90,1976,0,198,66.0,20.0,25.0,45.5,24.0,3,0.4444444444444444
2,East Germany,47,37,42,126,1980,0,203,90.0,40.0,66.0,60.333333333333336,36.0,4,0.373015873015873
2,East Germany,37,35,30,102,1988,0,237,126.0,47.0,90.0,94.0,-24.0,5,0.3627450980392157
49,Ecuador,1,0,0,1,1996,0,271,0.0,0.0,0.0,0.0,1.0,1,1.0
72,Ecuador,0,1,0,1,2008,0,302,1.0,1.0,0.0,1.0,0.0,2,0.0
38,Ecuador,2,1,0,3,2020,0,339,1.0,0.0,1.0,1.0,2.0,3,0.6666666666666666
49,Ecuador,1,2,2,5,2024,0,329,3.0,2.0,1.0,1.6666666666666667,2.0,4,0.2
17,Egypt,2,1,1,4,1928,0,109,0.0,0.0,0.0,0.0,4.0,1,0.5
16,Egypt,2,1,2,5,1936,0,129,4.0,2.0,0.0,4.0,1.0,2,0.4
16,Egypt,2,2,1,5,1948,0,136,5.0,2.0,4.0,4.5,0.0,3,0.4
40,Egypt,0,0,1,1,1952,0,149,5.0,2.0,5.0,4.666666666666667,-4.0,4,0.0
30,Egypt,0,1,1,2,1960,0,150,1.0,0.0,5.0,3.6666666666666665,1.0,5,0.0
33,Egypt,0,1,0,1,1984,0,221,2.0,0.0,1.0,2.6666666666666665,-1.0,6,0.0
46,Egypt,1,1,3,5,2004,0,301,1.0,0.0,2.0,1.3333333333333333,4.0,7,0.2
81,Egypt,0,0,2,2,2008,0,302,5.0,1.0,1.0,2.6666666666666665,-3.0,8,0.0
56,Egypt,0,3,1,4,2012,0,302,2.0,0.0,5.0,2.6666666666666665,2.0,9,0.0
75,Egypt,0,0,3,3,2016,0,306,4.0,0.0,2.0,3.6666666666666665,-1.0,10,0.0
54,Egypt,1,1,4,6,2020,0,339,3.0,0.0,4.0,3.0,3.0,11,0.16666666666666666
52,Egypt,1,1,1,3,2024,0,329,6.0,1.0,3.0,4.333333333333333,-3.0,12,0.3333333333333333
71,Eritrea,0,0,1,1,2004,0,301,0.0,0.0,0.0,0.0,1.0,1,0.0
14,Estonia,1,2,0,3,1920,0,156,0.0,0.0,0.0,0.0,3.0,1,0.3333333333333333
17,Estonia,1,1,4,6,1924,0,126,3.0,1.0,0.0,3.0,3.0,2,0.16666666666666666
16,Estonia,2,1,2,5,1928,0,109,6.0,1.0,3.0,4.5,-1.0,3,0.4
14,Estonia,2,2,3,7,1936,0,129,5.0,2.0,6.0,4.666666666666667,2.0,4,0.2857142857142857
34,Estonia,1,0,1,2,1992,0,257,7.0,2.0,5.0,6.0,-5.0,5,0.5
47,Estonia,1,0,2,3,2000,0,300,2.0,1.0,7.0,4.666666666666667,1.0,6,0.3333333333333333
64,Estonia,0,1,2,3,2004,0,301,3.0,1.0,2.0,4.0,0.0,7,0.0
47,Estonia,1,1,0,2,2008,0,302,3.0,0.0,3.0,2.6666666666666665,-1.0,8,0.5
65,Estonia,0,1,1,2,2012,0,302,2.0,1.0,3.0,2.6666666666666665,0.0,9,0.0
78,Estonia,0,0,1,1,2016,0,306,2.0,0.0,2.0,2.3333333333333335,-1.0,10,0.0
59,Estonia,1,0,1,2,2020,0,339,1.0,0.0,2.0,1.6666666666666667,1.0,11,0.5
21,Ethiopia,1,0,0,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,1.0
24,Ethiopia,1,0,0,1,1964,0,163,1.0,1.0,0.0,1.0,0.0,2,1.0
25,Ethiopia,1,1,0,2,1968,0,172,1.0,1.0,1.0,1.0,1.0,3,0.5
41,Ethiopia,0,0,2,2,1972,0,195,2.0,1.0,1.0,1.3333333333333333,0.0,4,0.0
17,Ethiopia,2,0,2,4,1980,0,203,2.0,0.0,2.0,1.6666666666666667,2.0,5,0.5
33,Ethiopia,1,0,2,3,1992,0,257,4.0,2.0,2.0,2.6666666666666665,-1.0,6,0.3333333333333333
34,Ethiopia,2,0,1,3,1996,0,271,3.0,1.0,4.0,3.0,0.0,7,0.6666666666666666
20,Ethiopia,4,1,3,8,2000,0,300,3.0,2.0,3.0,3.3333333333333335,5.0,8,0.5
28,Ethiopia,2,3,2,7,2004,0,301,8.0,4.0,3.0,4.666666666666667,-1.0,9,0.2857142857142857
17,Ethiopia,4,2,1,7,2008,0,302,7.0,2.0,8.0,6.0,0.0,10,0.5714285714285714
25,Ethiopia,3,2,3,8,2012,0,302,7.0,4.0,7.0,7.333333333333333,1.0,11,0.375
44,Ethiopia,1,2,5,8,2016,0,306,8.0,3.0,7.0,7.333333333333333,0.0,12,0.125
56,Ethiopia,1,1,2,4,2020,0,339,8.0,1.0,8.0,7.666666666666667,-4.0,13,0.25
47,Ethiopia,1,3,0,4,2024,0,329,4.0,1.0,8.0,6.666666666666667,0.0,14,0.25
41,FR Yugoslavia,1,1,2,4,1996,0,271,0.0,0.0,0.0,0.0,4.0,1,0.25
44,FR Yugoslavia,1,1,1,3,2000,0,300,4.0,1.0,0.0,4.0,-1.0,2,0.3333333333333333
54,Fiji,1,0,0,1,2016,0,306,0.0,0.0,0.0,0.0,1.0,1,1.0
59,Fiji,1,0,1,2,2020,0,339,1.0,1.0,0.0,1.0,1.0,2,0.5
74,Fiji,0,1,0,1,2024,0,329,2.0,1.0,1.0,1.5,-1.0,3,0.0
13,Finland,1,1,3,5,1908,0,110,0.0,0.0,0.0,0.0,5.0,1,0.2
4,Finland,9,8,9,26,1912,0,102,5.0,1.0,0.0,5.0,21.0,2,0.34615384615384615
3,Finland,15,10,9,34,1920,0,156,26.0,9.0,5.0,15.5,8.0,3,0.4411764705882353
2,Finland,14,13,10,37,1924,0,126,34.0,15.0,26.0,21.666666666666668,3.0,4,0.3783783783783784
3,Finland,8,8,9,25,1928,0,109,37.0,14.0,34.0,32.333333333333336,-12.0,5,0.32
8,Finland,5,8,12,25,1932,0,117,25.0,8.0,37.0,32.0,0.0,6,0.2
5,Finland,8,6,6,20,1936,0,129,25.0,5.0,25.0,29.0,-5.0,7,0.4
6,Finland,8,7,5,20,1948,0,136,20.0,8.0,25.0,23.333333333333332,0.0,8,0.4
8,Finland,6,3,13,22,1952,1,149,20.0,8.0,20.0,21.666666666666668,2.0,9,0.2727272727272727
13,Finland,3,1,11,15,1956,0,151,22.0,6.0,20.0,20.666666666666668,-7.0,10,0.2
17,Finland,1,1,3,5,1960,0,150,15.0,3.0,22.0,19.0,-10.0,11,0.2
12,Finland,3,0,2,5,1964,0,163,5.0,1.0,15.0,14.0,0.0,12,0.6
24,Finland,1,2,1,4,1968,0,172,5.0,3.0,5.0,8.333333333333334,-1.0,13,0.25
14,Finland,3,1,4,8,1972,0,195,4.0,1.0,5.0,4.666666666666667,4.0,14,0.375
11,Finland,4,2,0,6,1976,0,198,8.0,3.0,4.0,5.666666666666667,-2.0,15,0.6666666666666666
12,Finland,3,1,4,8,1980,0,203,6.0,4.0,8.0,6.0,2.0,16,0.375
15,Finland,4,2,6,12,1984,0,221,8.0,3.0,6.0,7.333333333333333,4.0,17,0.3333333333333333
25,Finland,1,1,2,4,1988,0,237,12.0,4.0,8.0,8.666666666666666,-8.0,18,0.25
29,Finland,1,2,2,5,1992,0,257,4.0,1.0,12.0,8.0,1.0,19,0.2
40,Finland,1,2,1,4,1996,0,271,5.0,1.0,4.0,7.0,-1.0,20,0.25
31,Finland,2,1,1,4,2000,0,300,4.0,1.0,5.0,4.333333333333333,0.0,21,0.5
61,Finland,0,2,0,2,2004,0,301,4.0,2.0,4.0,4.333333333333333,-2.0,22,0.0
44,Finland,1,1,2,4,2008,0,302,2.0,0.0,4.0,3.3333333333333335,2.0,23,0.25
60,Finland,0,2,1,3,2012,0,302,4.0,1.0,2.0,3.3333333333333335,-1.0,24,0.0
78,Finland,0,0,1,1,2016,0,306,3.0,0.0,4.0,3.0,-2.0,25,0.0
85,Finland,0,0,2,2,2020,0,339,1.0,0.0,3.0,2.6666666666666665,1.0,26,0.0
32,Formosa,0,1,0,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,0.0
4,France,5,4,2,11,1896,0,43,0.0,0.0,0.0,0.0,11.0,1,0.45454545454545453
1,France,27,39,37,103,1900,1,97,11.0,5.0,0.0,11.0,92.0,2,0.2621359223300971
13,France,0,1,0,1,1904,0,95,103.0,27.0,11.0,57.0,-102.0,3,0.0
4,France,5,5,9,19,1908,0,110,1.0,0.0,103.0,38.333333333333336,18.0,4,0.2631578947368421
5,France,7,4,3,14,1912,0,102,19.0,5.0,1.0,41.0,-5.0,5,0.5
8,France,9,19,13,41,1920,0,156,14.0,7.0,19.0,11.333333333333334,27.0,6,0.21951219512195122
3,France,13,15,10,38,1924,1,126,41.0,9.0,14.0,24.666666666666668,-3.0,7,0.34210526315789475
7,France,6,10,5,21,1928,0,109,38.0,13.0,41.0,31.0,-17.0,8,0.2857142857142857
3,France,11,5,4,20,1932,0,117,21.0,6.0,38.0,33.333333333333336,-1.0,9,0.55
6,France,7,6,6,19,1936,0,129,20.0,11.0,21.0,26.333333333333332,-1.0,10,0.3684210526315789
3,France,10,6,13,29,1948,0,136,19.0,7.0,20.0,20.0,10.0,11,0.3448275862068966
7,France,6,6,6,18,1952,0,149,29.0,10.0,19.0,22.666666666666668,-11.0,12,0.3333333333333333
11,France,4,4,6,14,1956,0,151,18.0,6.0,29.0,22.0,-4.0,13,0.2857142857142857
25,France,0,2,3,5,1960,0,150,14.0,4.0,18.0,20.333333333333332,-9.0,14,0.0
21,France,1,8,6,15,1964,0,163,5.0,0.0,14.0,12.333333333333334,10.0,15,0.06666666666666667
6,France,7,3,5,15,1968,0,172,15.0,1.0,5.0,11.333333333333334,0.0,16,0.4666666666666667
17,France,2,4,7,13,1972,0,195,15.0,7.0,15.0,11.666666666666666,-2.0,17,0.15384615384615385
15,France,2,3,4,9,1976,0,198,13.0,2.0,15.0,14.333333333333334,-4.0,18,0.2222222222222222
8,France,6,5,3,14,1980,0,203,9.0,2.0,13.0,12.333333333333334,5.0,19,0.42857142857142855
12,France,5,7,16,28,1984,0,221,14.0,6.0,9.0,12.0,14.0,20,0.17857142857142858
9,France,6,4,6,16,1988,0,237,28.0,5.0,14.0,17.0,-12.0,21,0.375
9,France,8,5,16,29,1992,0,257,16.0,6.0,28.0,19.333333333333332,13.0,22,0.27586206896551724
5,France,15,7,15,37,1996,0,271,29.0,8.0,16.0,24.333333333333332,8.0,23,0.40540540540540543
6,France,13,14,11,38,2000,0,300,37.0,15.0,29.0,27.333333333333332,1.0,24,0.34210526315789475
7,France,11,9,13,33,2004,0,301,38.0,13.0,37.0,34.666666666666664,-5.0,25,0.3333333333333333
10,France,7,16,20,43,2008,0,302,33.0,11.0,38.0,36.0,10.0,26,0.16279069767441862
7,France,11,11,13,35,2012,0,302,43.0,7.0,33.0,38.0,-8.0,27,0.3142857142857143
7,France,10,18,14,42,2016,0,306,35.0,11.0,43.0,37.0,7.0,28,0.23809523809523808
8,France,10,12,11,33,2020,0,339,42.0,10.0,35.0,40.0,-9.0,29,0.30303030303030304
5,France,16,26,22,64,2024,1,329,33.0,10.0,42.0,36.666666666666664,31.0,30,0.25
70,Gabon,0,1,0,1,2012,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
68,Georgia,0,0,2,2,1996,0,271,0.0,0.0,0.0,0.0,2.0,1,0.0
68,Georgia,0,0,6,6,2000,0,300,2.0,0.0,0.0,2.0,4.0,2,0.0
32,Georgia,2,2,0,4,2004,0,301,6.0,0.0,2.0,4.0,-2.0,3,0.5
28,Georgia,3,2,2,7,2008,0,302,4.0,2.0,6.0,4.0,3.0,4,0.42857142857142855
40,Georgia,1,2,3,6,2012,0,302,7.0,3.0,4.0,5.666666666666667,-1.0,5,0.16666666666666666
38,Georgia,2,1,4,7,2016,0,306,6.0,1.0,7.0,5.666666666666667,1.0,6,0.2857142857142857
33,Georgia,2,5,1,8,2020,0,339,7.0,2.0,6.0,6.666666666666667,1.0,7,0.25
24,Georgia,3,3,1,7,2024,0,329,8.0,2.0,7.0,7.0,-1.0,8,0.42857142857142855
3,Germany,6,5,2,13,1896,0,43,0.0,0.0,0.0,0.0,13.0,1,0.46153846153846156
7,Germany,4,3,2,9,1900,0,97,13.0,6.0,0.0,13.0,-4.0,2,0.4444444444444444
2,Germany,4,5,6,15,1904,0,95,9.0,4.0,13.0,11.0,6.0,3,0.26666666666666666
5,Germany,3,5,5,13,1908,0,110,15.0,4.0,9.0,12.333333333333334,-2.0,4,0.23076923076923078
6,Germany,5,13,7,25,1912,0,102,13.0,3.0,15.0,12.333333333333334,12.0,5,0.2
2,Germany,10,7,14,31,1928,0,109,25.0,5.0,13.0,17.666666666666668,6.0,6,0.3225806451612903
7,Germany,5,12,7,24,1932,0,117,31.0,10.0,25.0,23.0,-7.0,7,0.20833333333333334
1,Germany,38,31,32,101,1936,1,129,24.0,5.0,31.0,26.666666666666668,77.0,8,0.37623762376237624
28,Germany,0,7,17,24,1952,0,149,101.0,38.0,24.0,52.0,-77.0,9,0.0
3,Germany,33,21,28,82,1992,0,257,24.0,0.0,101.0,49.666666666666664,58.0,10,0.4024390243902439
3,Germany,20,18,27,65,1996,0,271,82.0,33.0,24.0,69.0,-17.0,11,0.3076923076923077
5,Germany,13,17,26,56,2000,0,300,65.0,20.0,82.0,57.0,-9.0,12,0.23214285714285715
6,Germany,13,16,20,49,2004,0,301,56.0,13.0,65.0,67.66666666666667,-7.0,13,0.2653061224489796
5,Germany,16,11,14,41,2008,0,302,49.0,13.0,56.0,56.666666666666664,-8.0,14,0.3902439024390244
6,Germany,11,20,13,44,2012,0,302,41.0,16.0,49.0,48.666666666666664,3.0,15,0.25
5,Germany,17,10,15,42,2016,0,306,44.0,11.0,41.0,44.666666666666664,-2.0,16,0.40476190476190477
9,Germany,10,11,16,37,2020,0,339,42.0,17.0,44.0,42.333333333333336,-5.0,17,0.2702702702702703
10,Germany,12,13,8,33,2024,0,329,37.0,10.0,42.0,41.0,-4.0,18,0.36363636363636365
32,Ghana,0,1,0,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,0.0
35,Ghana,0,0,1,1,1964,0,163,1.0,0.0,0.0,1.0,0.0,2,0.0
43,Ghana,0,0,1,1,1972,0,195,1.0,0.0,1.0,1.0,0.0,3,0.0
54,Ghana,0,0,1,1,1992,0,257,1.0,0.0,1.0,1.0,0.0,4,0.0
86,Ghana,0,0,1,1,2020,0,339,1.0,0.0,1.0,1.0,0.0,5,0.0
5,Great Britain,2,3,2,7,1896,0,43,0.0,0.0,0.0,0.0,7.0,1,0.2857142857142857
3,Great Britain,15,7,9,31,1900,0,97,7.0,2.0,0.0,7.0,24.0,2,0.4838709677419355
9,Great Britain,1,1,0,2,1904,0,95,31.0,15.0,7.0,19.0,-29.0,3,0.5
1,Great Britain,56,51,39,146,1908,1,110,2.0,1.0,31.0,13.333333333333334,144.0,4,0.3835616438356164
3,Great Britain,10,15,16,41,1912,0,102,146.0,56.0,2.0,59.666666666666664,-105.0,5,0.24390243902439024
4,Great Britain,14,15,13,42,1920,0,156,41.0,10.0,146.0,63.0,1.0,6,0.3333333333333333
4,Great Britain,9,13,12,34,1924,0,126,42.0,14.0,41.0,76.33333333333333,-8.0,7,0.2647058823529412
11,Great Britain,3,10,7,20,1928,0,109,34.0,9.0,42.0,39.0,-14.0,8,0.15
9,Great Britain,5,7,5,17,1932,0,117,20.0,3.0,34.0,32.0,-3.0,9,0.29411764705882354
12,Great Britain,4,7,3,14,1936,0,129,17.0,5.0,20.0,23.666666666666668,-3.0,10,0.2857142857142857
12,Great Britain,3,14,6,23,1948,1,136,14.0,4.0,17.0,17.0,9.0,11,0.13043478260869565
18,Great Britain,1,2,8,11,1952,0,149,23.0,3.0,14.0,18.0,-12.0,12,0.09090909090909091
8,Great Britain,6,7,11,24,1956,0,151,11.0,1.0,23.0,16.0,13.0,13,0.25
