season,celebrity_name,pro_name,industry,judge_score_pct_mean,n_weeks_active,fan_vote_index_mean,fan_vote_index_sd_mean,n_weeks_q1
21,Alek Skarlatos,Lindsay Arnold,Military,0.13225890823536607,11,-2.2110063548594048,0.3646785019798191,11
21,Alexa PenaVega,Mark Ballas,Actor/Actress,0.11719560467014725,9,-2.642142620278626,0.41841873733032064,9
21,Andy Grammer,Allison Holker,Singer/Rapper,0.1069593554526798,8,-2.740468614917135,0.4376688983247357,8
21,Bindi Irwin,Derek Hough,TV Personality,0.14881717924546212,11,-2.2685615006777153,0.38017158105599064,11
21,Carlos PenaVega,Witney Carson,Actor/Actress,0.1449181390380555,11,-2.3742643681507483,0.37387518635211053,11
21,Chaka Khan,Keo Motsepe,Singer/Rapper,0.053726432532347504,2,-3.3066338376694184,0.8344656682328947,2
21,Gary Busey,Anna Trebunskaya,Actor/Actress,0.0676904937138525,4,-2.992751127070553,0.5843957895419417,4
21,Hayes Grier,Emma Slater,Social Media Personality,0.10122110876950972,7,-2.8323897417552346,0.4908570369061058,7
21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,0.0581959334565619,2,-3.474317352516855,0.9658147675627013,2
21,Nick Carter,Sharna Burgess,Singer/Rapper,0.1449120904184977,11,-2.2437836603659744,0.38265241201942124,11
21,Paula Deen,Louis van Amstel,TV Personality,0.07221547961351046,6,-2.8833555718699215,0.5075890930819354,6
21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,0.1160840016913394,9,-2.660278195425615,0.4090328208798984,9
21,Victor Espinoza,Karina Smirnoff,Athlete,0.0641959334565619,2,-3.4348820303834087,0.890560347709641,2
22,Antonio Brown,Sharna Burgess,Athlete,0.11658489163423288,9,-2.532320198307058,0.4116848389253452,9
22,Doug Flutie,Karina Smirnoff,Athlete,0.08360341431707087,6,-2.8303419367372613,0.49794400318878534,6
22,Geraldo Rivera,Edyta Sliwinska,Journalist,0.0549685332189086,2,-3.2969813014415523,0.9073165233293254,2
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,0.14359705049641008,10,-2.2451096381410407,0.4042617553005014,10
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,0.11108432157918317,8,-2.6742334957215785,0.4326111657808708,8
22,Kim Fields,Sasha Farber,Actor/Actress,0.09810123125504737,7,-2.8309905529324744,0.48809919340020835,7
22,Marla Maples,Tony Dovolani,TV Personality,0.0874338118140321,4,-3.083321828206942,0.6276729597884754,4
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,0.06900641254857087,3,-3.13334001767549,0.7306642215455429,3
22,Nyle DiMarco,Peta Murgatroyd,Model,0.14724282034413094,10,-2.2375683477014148,0.4011966234356293,10
22,Paige VanZant,Mark Ballas,Athlete,0.14766254757336889,10,-2.2877286846559017,0.39679337606825227,10
22,Von Miller,Witney Carson,Athlete,0.09862138372057451,7,-2.8576981993656427,0.48607600509050986,7
22,Wanya Morris,Lindsay Arnold,Singer/Rapper,0.1257407640497666,9,-2.5417560727723765,0.39481871270231994,9
23,Amber Rose,Maksim Chmerkoskiy,Model,0.08432288259935906,6,-2.899302906427632,0.4996973060826455,6
23,Babyface,Allison Holker,Singer/Rapper,0.0774759364199019,4,-3.1213007541740003,0.6373921998193756,4
23,Calvin Johnson Jr.,Lindsay Arnold,Athlete,0.13274272419743602,11,-2.321575960545159,0.37646891533494126,11
23,Jake T. Austin,Jenna Johnson,Actor/Actress,0.06742424242424234,2,-3.3862392784521678,0.9264917866369174,2
23,James Hinchcliffe,Sharna Burgess,Racing Driver,0.14074510888819958,11,-2.293605245118467,0.3606456010927665,11
23,Jana Kramer,Gleb Savchenko,Singer/Rapper,0.13258729770927577,11,-2.449880753035659,0.36044728971666323,11
23,Laurie Hernandez,Valentin Chmerkovskiy,Athlete,0.14127882556508745,11,-2.303275555706507,0.37663713444525404,11
23,Marilu Henner,Derek Hough,Actor/Actress,0.10479708786015489,9,-2.696215197359124,0.40832290752716005,9
23,Maureen McCormick,Artem Chigvintsev,Actor/Actress,0.09205822238256943,7,-2.8943017755781653,0.4724756389672325,7
23,Rick Perry,Emma Slater,Politician,0.0646250971250971,3,-3.298765392726436,0.7555163720450634,3
23,Ryan Lochte,Cheryl Burke,Athlete,0.09424592676162896,8,-2.772045167911752,0.4507249114295785,8
23,Terra Jole,Sasha Farber,TV Personality,0.1184479852773632,10,-2.6311763664252448,0.40037806636783274,10
23,Vanilla Ice,Witney Carson,Singer/Rapper,0.07712826206360682,4,-3.1022219109237095,0.5891450669896102,4
24,Bonner Bolton,Sharna Burgess,Athlete,0.10463335743260316,8,-2.5649093612443346,0.42087966955052675,8
24,Charo,Keo Motsepe,Actor/Actress,0.07398213740888589,3,-3.1690483957325077,0.7067428118909244,3
24,Chris Kattan,Witney Carson,Comedian,0.06168228073009205,2,-3.36741692623018,0.8281038112249407,2
24,David Ross,Lindsay Arnold,Athlete,0.14379543845874757,10,-2.1172443046191476,0.3837528924533403,10
24,Erika Jayne,Gleb Savchenko,Singer/Rapper,0.0889326865291506,5,-2.9235635078542366,0.5399640208219889,5
24,Heather Morris,Maksim Chmerkoskiy,Actor/Actress,0.10761518133982655,6,-2.8282996552237063,0.4969621986726211,6
24,Mr. T,Kym Herjavec,Actor/Actress,0.07384459575931115,4,-3.0294718863517884,0.6316910626542294,4
24,Nancy Kerrigan,Artem Chigvintsev,Athlete,0.1099026918298339,7,-2.738818062564939,0.45449585368989787,7
24,Nick Viall,Peta Murgatroyd,TV Personality,0.09855232713680975,7,-2.732224422774485,0.47595491549238494,7
24,Normani,Valentin Chmerkovskiy,Singer/Rapper,0.16394134517142972,10,-2.151354354054659,0.3853378705064739,10
24,Rashad Jennings,Emma Slater,Athlete,0.16112115322738504,10,-2.136911424239001,0.38532638987244516,10
24,Simone Biles,Sasha Farber,Athlete,0.1426805290875827,9,-2.481008771326202,0.4136737776440617,9
25,Barbara Corcoran,Keo Motsepe,Entrepreneur,0.060367313532160904,2,-3.419442656710413,0.8435541635200249,2
25,Debbie Gibson,Alan Bersten,Singer/Rapper,0.07304200163692409,2,-3.3536421575149316,0.8742214268405104,2
25,Derek Fisher,Sharna Burgess,Athlete,0.07893001636913466,4,-3.1240074110092824,0.6332371875616509,4
25,Drew Scott,Emma Slater,TV Personality,0.12188305473136334,10,-2.4897589055192424,0.3793637808149924,10
25,Frankie Muniz,Witney Carson,Actor/Actress,0.13007138285179007,10,-2.3252965635708365,0.3689917650701676,10
25,Jordan Fisher,Lindsay Arnold,Actor/Actress,0.1419527632313498,10,-2.3442759827755593,0.3929442464115378,10
25,Lindsey Stirling,Mark Ballas,Musician,0.13769251438731028,10,-2.2729812778728062,0.3750454738966639,10
25,Nick Lachey,Peta Murgatroyd,Singer/Rapper,0.08021475609617852,6,-2.940344554553739,0.4903600830444161,6
25,Nikki Bella,Artem Chigvintsev,Athlete,0.09461852834870994,7,-2.764091624099045,0.46704205116640446,7
25,Sasha Pieterse,Gleb Savchenko,Actor/Actress,0.08319289580164682,5,-3.028931453084653,0.5753845534907326,5
25,Terrell Owens,Cheryl Burke,Athlete,0.10028490168450449,8,-2.717727891395271,0.4054849932158441,8
25,Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,0.09882785488408292,7,-2.8228165790490443,0.4812924285996859,7
25,Victoria Arlen,Valentin Chmerkovskiy,Athlete,0.11642302671958468,9,-2.6498858973309094,0.4152032273323391,9
26,Adam Rippon,Jenna Johnson,Athlete,0.1965243885133246,4,-1.7232314855928532,0.6150627143695914,4
26,Arike Ogunbowale,Gleb Savchenko,Athlete,0.11303960836671115,2,-2.9409108466850347,0.8557952701114971,2
26,Chris Mazdzer,Witney Carson,Athlete,0.12658753008223708,3,-2.5497297668847096,0.6785088471443789,3
26,Jamie Anderson,Artem Chigvintsev,Athlete,0.0904761904761904,1,-3.5874808313531856,1.1501751571454013,1
26,Jennie Finch Daigle,Keo Motsepe,Athlete,0.11839925587987771,3,-2.516176415905098,0.7202598166625038,3
26,Johnny Damon,Emma Slater,Athlete,0.0857142857142857,1,-3.629238298636045,1.1608269291370108,1
26,Josh Norman,Sharna Burgess,Athlete,0.1863677109236749,4,-1.680475528635137,0.5941418593061957,4
26,Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,0.0956163773920783,2,-2.8857013098531503,0.7861139028140894,2
26,Mirai Nagasu,Alan Bersten,Athlete,0.13790611459478003,3,-2.576488990205037,0.7027643878904625,3
26,Tonya Harding,Sasha Farber,Athlete,0.1815626132183154,4,-1.71296168775667,0.5616519932606695,4
27,Alexis Ren,Alan Bersten,Social Media Personality,0.13137732395208154,9,-2.3680221476736367,0.4017190755995947,9
27,Bobby Bones,Sharna Burgess,Radio Personality,0.11195768588939964,9,-2.355860241856308,0.41206529831171895,9
27,Danelle Umstead,Artem Chigvintsev,Athlete,0.06949005110362069,2,-3.412255123377528,0.8818030368940828,2
27,DeMarcus Ware,Lindsay Arnold,Athlete,0.10290487068524322,7,-2.831582588037466,0.47248951182569243,7
27,Evanna Lynch,Keo Motsepe,Actor/Actress,0.1302927135015236,9,-2.3993742890981493,0.41612693104747467,9
27,Joe Amabile,Jenna Johnson,TV Personality,0.08427779651096744,8,-2.647990182338275,0.4302711707250425,8
27,John Schneider,Emma Slater,Actor/Actress,0.09047059470917727,7,-2.8077910014572622,0.46927673149935495,7
27,Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,0.12165602818450068,8,-2.657434772858625,0.4378151740139792,8
27,Mary Lou Retton,Sasha Farber,Athlete,0.09691750936167391,6,-2.8544355019886276,0.5082749007819533,6
27,Milo Manheim,Witney Carson,Actor/Actress,0.13507641146978275,9,-2.4015195769134956,0.4083836488444947,9
27,Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,0.07781232743283173,3,-3.2139446982454274,0.7159256020968136,3
27,Nikki Glaser,Gleb Savchenko,Comedian,0.0686274509803921,1,-3.8128155761178326,1.2517813283325525,1
27,Tinashe,Brandon Armstrong,Singer/Rapper,0.09950358492601205,4,-3.0744807034083923,0.6296000380545143,4
28,Ally Brooke,Sasha Farber,Singer/Rapper,0.14494245005409256,11,-2.3103781530440974,0.3847306486409227,11
28,Hannah Brown,Alan Bersten,TV Personality,0.14145589367480202,11,-2.317454639962347,0.3610070813091369,11
28,James Van Der Beek,Emma Slater,Actor/Actress,0.13103094092769557,10,-2.507071094943947,0.38029576822183603,10
28,Karamo Brown,Jenna Johnson,TV Personality,0.09739456259795702,7,-2.8058694878066714,0.4873156603830928,7
28,Kate Flannery,Pasha Pashkov,Actor/Actress,0.10862732931837793,8,-2.711650760965952,0.4350555844853836,8
28,Kel Mitchell,Witney Carson,Actor/Actress,0.14004893026470303,11,-2.294282345360478,0.3827119521946708,11
28,Lamar Odom,Peta Murgatroyd,Athlete,0.0605400326053463,4,-2.9836210517935386,0.6155325810951661,4
28,Lauren Alaina,Gleb Savchenko,Singer/Rapper,0.13495791839800944,11,-2.329218490490133,0.37910622293804724,11
28,Mary Wilson,Brandon Armstrong,Singer/Rapper,0.07739378346429315,2,-3.2791756165184394,0.8739923256563856,2
28,Ray Lewis,Cheryl Burke,Athlete,0.07231764133231344,2,-3.3271439110086516,0.8571624020923905,2
28,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,0.10495033216361264,6,-2.9272232978733275,0.5046189485744395,6
28,Sean Spicer,Lindsay Arnold,Politician,0.08801865874292962,9,-2.572147768879613,0.39269926838954716,9
29,AJ McLean,Cheryl Burke,Singer/Rapper,0.09209112626567491,9,-2.9302056093974467,0.41840957578116716,9
29,Anne Heche,Keo Motsepe,Actor/Actress,0.0645782649858624,4,-3.3041367660588232,0.6647923350060183,4
29,Carole Baskin,Pasha Pashkov,TV Personality,0.04787345908342347,3,-3.385253172395629,0.6979537943479754,3
29,Charles Oakley,Emma Slater,Athlete,0.0505494505494505,2,-3.588530052039086,0.8916947811042778,2
29,Chrishell Stause,Gleb Savchenko,Actor/Actress,0.08058646900446759,8,-3.0002098035808773,0.4405590462377512,8
29,Jeannie Mai,Brandon Armstrong,TV Personality,0.07946931622787266,7,-3.0565558346749,0.46607092337441103,7
29,Jesse Metcalfe,Sharna Burgess,Actor/Actress,0.06992695043356824,5,-3.212364767394507,0.5787640373637566,5
29,Johnny Weir,Britt Stewart,Athlete,0.10416588502488053,10,-2.798550834631143,0.38731308858506264,10
29,Justina Machado,Sasha Farber,Actor/Actress,0.11587162582983751,11,-2.5304534566828694,0.3583794814169248,11
29,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,0.1196993225462098,11,-2.4884113371817613,0.36909580453303725,11
29,Monica Aldama,Valentin Chmerkovskiy,TV Personality,0.08030089782948117,7,-3.079557923292437,0.47048529374251363,7
29,Nelly,Daniella Karagach,Singer/Rapper,0.10656418310607019,11,-2.486861221490798,0.3666125981489667,11
29,Nev Schulman,Jenna Johnson,Producer,0.12117762578604344,11,-2.542164376146261,0.37456470393216834,11
29,Skai Jackson,Alan Bersten,Actor/Actress,0.09831012045881472,10,-2.835484045118662,0.3982254405886897,10
29,Veron Davis,Peta Murgatroyd,Athlete,0.07237152298741982,6,-3.150747154070514,0.5058353227752188,6
30,Amanda Kloots,Alan Bersten,TV Personality,0.11909111818914386,10,-2.5215161101977657,0.3886456167854835,10
30,Brian Austin Green,Sharna Burgess,Actor/Actress,0.06285563484947113,4,-3.2992409785955132,0.6194035991782656,4
30,Christine Chiu,Pasha Pashkov,TV Personality,0.0670378239747807,3,-3.3416432517982724,0.6984178444036905,3
30,Cody Rigsby,Cheryl Burke,Fitness Instructor,0.10724626929936969,10,-2.493761406183942,0.37962903425162714,10
30,Iman Shumpert,Daniella Karagach,Athlete,0.10825456267479203,10,-2.543712804734521,0.3918053623605316,10
30,Jimmie Allen,Emma Slater,Singer/Rapper,0.08601278140761459,8,-2.947237028868791,0.437888034090832,8
30,JoJo Siwa,Jenna Johnson,Social Media Personality,0.12221615921209206,10,-2.5124520983398275,0.38923772914711685,10
30,Kenya Moore,Brandon Armstrong,TV Personality,0.07600128317597689,6,-3.101574320104419,0.5008284545040335,6
30,Martin Kove,Britt Stewart,Actor/Actress,0.0372400823220495,2,-3.4923140319919144,0.8859274217548446,2
30,Matt James,Lindsay Arnold,Athlete,0.06454401133384975,4,-3.276585954582167,0.5713643719119386,4
30,Melanie C,Gleb Savchenko,Singer/Rapper,0.07963225144700734,5,-3.2231945083146627,0.5454479144512656,5
30,Melora Hardin,Artem Chigvintsev,Actor/Actress,0.10051733503490619,9,-2.8432884226159434,0.4140657795866027,9
30,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,0.07989317071438187,7,-3.0271790452001754,0.4632453534209775,7
30,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,0.09257959047384026,8,-2.9330074557115533,0.4370632918618472,8
30,Suni Lee,Sasha Farber,Athlete,0.09999006036521438,9,-2.804112388781073,0.4130303471849244,9
31,Charli D'Amelio,Mark Ballas,Social Media Personality,0.12420739928260305,10,-2.5476452528180595,0.3867785153470404,10
31,Cheryl Ladd,Louis van Amstel,Actor/Actress,0.055166015217289,3,-3.410770527948333,0.7498758992730209,3
31,Daniel Durant,Britt Stewart,Actor/Actress,0.09501389881218814,9,-2.816552301394063,0.407912062891366,9
31,Gabby Windey,Valentin Chmerkovskiy,TV Personality,0.11940012270090446,10,-2.544612991572534,0.38980960116219365,10
31,Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,0.08792698545604376,8,-2.927109786587905,0.4316459753066658,8
31,Jason Lewis,Peta Murgatroyd,Actor/Actress,0.0471204188481675,1,-3.949084308118557,1.2239535643425754,1
31,Jessie James Decker,Alan Bersten,Singer/Rapper,0.07103044990659109,6,-3.0950834828057463,0.5003258808777767,6
31,Jordin Sparks,Brandon Armstrong,Singer/Rapper,0.08173973917388008,7,-3.064583053671275,0.4714352672603976,7
31,Joseph Baena,Daniella Karagach,Actor/Actress,0.06735054721733494,5,-3.18482298873781,0.5360082733932682,5
31,Sam Champion,Cheryl Burke,News Anchor,0.059618291567276195,4,-3.2970895052588256,0.6617101998858016,4
31,Selma Blair,Sasha Farber,Actor/Actress,0.0755946918374007,5,-3.197900154925533,0.545966491991548,5
31,Shangela,Gleb Savchenko,TV Personality,0.1139331555758516,10,-2.5181618941185424,0.3747960598534523,10
31,Teresa Giudice,Pasha Pashkov,TV Personality,0.05409063183042745,2,-3.523542133023553,0.852518507025505,2
31,Trevor Donovan,Emma Slater,Actor/Actress,0.09262717813995111,9,-2.8035528898403066,0.4025950407290989,9
31,Vinny Guadagnino,Koko Iwasaki,TV Personality,0.07215623178066663,8,-2.9125716119332274,0.43036559798525004,8
31,Wayne Brady,Witney Carson,Comedian,0.11827978305830882,10,-2.54889265269511,0.38373269259504894,10
32,Adrian Peterson,Britt Stewart,Athlete,0.07413968577861765,4,-3.1602486914246715,0.6297160015547887,4
32,Alyson Hannigan,Sasha Farber,Actor/Actress,0.11286054404984171,11,-2.420565938379502,0.38762192458066475,11
32,Ariana Madix,Pasha Pashkov,TV Personality,0.13478127524205405,11,-2.4284050207982606,0.38392208403594896,11
32,Barry Williams,Peta Murgatroyd,Actor/Actress,0.09220696125495063,8,-2.7764557572168993,0.44252227567192864,8
32,Charity Lawson,Artem Chigvintsev,TV Personality,0.13461325854728431,11,-2.4195243837578864,0.3716616091860928,11
32,Harry Jowsey,Rylee Arnold,TV Personality,0.08908138886719803,9,-2.665124958522593,0.4003591392875996,9
32,Jamie Lynn Spears,Alan Bersten,Actor/Actress,0.0660809778456837,2,-3.4582067380571995,0.8469177288679031,2
32,Jason Mraz,Daniella Karagach,Singer/Rapper,0.1354073324722125,11,-2.4233387102267745,0.3729518322703067,11
32,Lele Pons,Brandon Armstrong,Social Media Personality,0.09858340438805104,7,-2.887257342414458,0.45518658054096134,7
32,Matt Walsh,Koko Iwasaki,Comedian,0.0519480519480519,1,-3.8803197898248953,1.2069780529990084,1
32,Mauricio Umansky,Emma Slater,TV Personality,0.07803563367653416,6,-2.979383825008593,0.4946750924067613,6
32,Mira Sorvino,Gleb Savchenko,Actor/Actress,0.08177706967954644,5,-3.079568853956276,0.5765983118966347,5
32,Tyson Beckford,Jenna Johnson,Model,0.06316593623095167,3,-3.267050353547041,0.7199158505446152,3
32,Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,0.13899779601002285,11,-2.413673714551976,0.3741416161024837,11
33,Anna Delvey,Ezra Sosa,Con artist,0.06938298339767125,2,-3.4630687244826275,0.8960306989691168,2
33,Brooks Nader,Gleb Savchenko,Model,0.0887873402181468,4,-3.069631498605691,0.6030481151083203,4
33,Chandler Kinney,Brandon Armstrong,Actor/Actress,0.14370070716539782,9,-2.335259152680282,0.39475713660910533,9
33,Danny Amendola,Witney Carson,Athlete,0.13177639669434948,9,-2.346826937496397,0.4215289231070159,9
33,Dwight Howard ,Daniella Karagach,Athlete,0.110576846270476,7,-2.6438303374223215,0.4690972083487791,7
33,Eric Roberts,Britt Stewart,Actor/Actress,0.06373177461604977,3,-3.1536712866203285,0.7093314835467806,3
33,Ilona Maher,Alan Bersten,Athlete,0.12870323750355472,9,-2.278292210003913,0.4008587958939499,9
33,Jenn Tran,Sasha Farber,TV Personality,0.10560289376264927,6,-2.7783229752704863,0.5106974578393983,6
33,Joey Graziadei,Jenna Johnson,TV Personality,0.14095812317408155,9,-2.32832016565006,0.4233327093694837,9
33,Phaedra Parks,Val Chmerkovskiy,TV Personality,0.09480483176575594,5,-2.941441156989114,0.5606894327135606,5
33,Reginald VelJohnson,Emma Slater,Actor/Actress,0.0629848662226667,3,-3.132848523890847,0.6882069559934915,3
33,Stephen Nedoroscik,Rylee Arnold,Athlete,0.1328377557663968,9,-2.3416443338746746,0.42036135440939276,9
33,Tori Spelling,Pasha Pashkov,Actor/Actress,0.07123466089194355,2,-3.418253938099655,0.9042263291521959,2
34,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,0.12117864766322249,11,-2.5485821880861255,0.37977365947481895,11
34,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,0.07985188146483799,9,-2.7782659159671543,0.41722948000702736,9
34,Baron Davis,Britt Stewart,Athlete,0.0628619055974732,2,-3.4551013236540316,0.8567391143718555,2
34,Corey Feldman,Jenna Johnson,Actor/Actress,0.05441744165643095,2,-3.3908215512565096,0.8851472196674373,2
34,Danielle Fishel,Pasha Pashkov,Actor/Actress,0.0918226335745835,8,-2.8841791766302016,0.4386795573856214,8
34,Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,0.11626060829964803,11,-2.486867526863451,0.3713028214335221,11
34,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,0.11319161287516097,11,-2.4946388366451338,0.371479522671336,11
34,Hilaria Baldwin,Gleb Savchenko,Entrepreneur,0.0848126175820495,4,-3.168095263512404,0.615289218539075,4
34,Jen Affleck,Jan Ravnik,TV Personality,0.08687976596138611,7,-2.9172844449061457,0.4658889264718989,7
34,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,0.11837002854867057,11,-2.4791079259617703,0.3705433519762582,11
34,Lauren Jauregui,Brandon Armstrong,Singer/Rapper,0.07494892384469566,3,-3.298032994059509,0.7141204436552705,3
34,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,0.12182882693949491,11,-2.5181505015586882,0.3813152149038324,11
34,Scott Hoying,Rylee Arnold,Singer/Rapper,0.07903398832235577,6,-2.9612630726879274,0.49092028679963845,6
34,Whitney Leavitt,Mark Ballas,TV Personality,0.11666068025976886,10,-2.7338158093325893,0.3982514693267961,10
